id,Municipality,ref: ISTAT,year,Waste type,Quantity,category
9207,22118,4022118,2018,Plastic (t),"95,721",5
9208,22120,4022120,2018,Plastic (t),"118,147",5
9209,22123,4022123,2018,Plastic (t),"376,253",5
9210,22124,4022124,2018,Plastic (t),"198,299",5
9211,,4022126,2018,Plastic (t),"62,266",5
9212,22127,4022127,2018,Plastic (t),"67,952",5
9213,22128,4022128,2018,Plastic (t),"53,579",5
9214,22129,4022129,2018,Plastic (t),"22,640",5
9215,22130,4022130,2018,Plastic (t),"20,957",5
9216,22131,4022131,2018,Plastic (t),"31,132",5
9217,,4022133,2018,Plastic (t),"4,350",5
9218,,4022134,2018,Plastic (t),"27,545",5
9219,22136,4022136,2018,Plastic (t),"60,564",5
9220,22137,4022137,2018,Plastic (t),"26,012",5
9221,22138,4022138,2018,Plastic (t),"10,065",5
9222,22139,4022139,2018,Plastic (t),"516,019",5
9223,,4022234,2018,Plastic (t),"35,859",5
9224,22142,4022142,2018,Plastic (t),"22,117",5
9225,22143,4022143,2018,Plastic (t),"206,572",5
9226,22144,4022144,2018,Plastic (t),"89,863",5
9227,,4022244,2018,Plastic (t),"45,826",5
9228,22230,4022230,2018,Plastic (t),"212,785",5
9229,22147,4022147,2018,Plastic (t),"160,009",5
9230,,4022245,2018,Plastic (t),"482,790",5
9231,22150,4022150,2018,Plastic (t),"39,754",5
9232,,4022152,2018,Plastic (t),"36,439",5
9233,22153,4022153,2018,Plastic (t),"881,917",5
9234,,4022154,2018,Plastic (t),"17,824",5
9235,22155,4022155,2018,Plastic (t),"46,664",5
9236,22156,4022156,2018,Plastic (t),"92,241",5
9237,22157,4022157,2018,Plastic (t),"10,422",5
9238,22135,4022135,2018,Plastic (t),"41,495",5
9239,22159,4022159,2018,Plastic (t),"23,078",5
9240,,4022160,2018,Plastic (t),"76,214",5
9241,22161,4022161,2018,Plastic (t),"1.209,113",5
9242,,4022162,2018,Plastic (t),"17,682",5
9243,22163,4022163,2018,Plastic (t),"26,552",5
9244,22164,4022164,2018,Plastic (t),"12,353",5
9245,22165,4022165,2018,Plastic (t),"15,674",5
9246,22231,4022231,2018,Plastic (t),"48,040",5
9247,,4022167,2018,Plastic (t),"147,265",5
9248,,4022168,2018,Plastic (t),"26,867",5
9249,22169,4022169,2018,Plastic (t),"27,485",5
9250,22170,4022170,2018,Plastic (t),"28,444",5
9251,22171,4022171,2018,Plastic (t),"43,731",5
9252,22172,4022172,2018,Plastic (t),"71,142",5
9253,22246,4022246,2018,Plastic (t),"82,779",5
9254,,4022250,2018,Plastic (t),"203,269",5
9255,22173,4022173,2018,Plastic (t),"14,377",5
9256,,4022176,2018,Plastic (t),"19,898",5
9257,22177,4022177,2018,Plastic (t),"39,624",5
9258,22179,4022179,2018,Plastic (t),"44,173",5
9259,22180,4022180,2018,Plastic (t),"61,994",5
9260,22181,4022181,2018,Plastic (t),"20,281",5
9261,22182,4022182,2018,Plastic (t),"37,098",5
9262,22183,4022183,2018,Plastic (t),"112,245",5
9263,22184,4022184,2018,Plastic (t),"21,272",5
9264,22188,4022188,2018,Plastic (t),"50,290",5
9265,22189,4022189,2018,Plastic (t),"13,886",5
9266,22190,4022190,2018,Plastic (t),"26,540",5
9267,22191,4022191,2018,Plastic (t),"90,144",5
9268,22193,4022193,2018,Plastic (t),"18,126",5
9269,22195,4022195,2018,Plastic (t),"12,765",5
9270,22196,4022196,2018,Plastic (t),"102,041",5
9271,22199,4022199,2018,Plastic (t),"90,632",5
9272,22200,4022200,2018,Plastic (t),"37,201",5
9273,22202,4022202,2018,Plastic (t),"16,644",5
9274,22203,4022203,2018,Plastic (t),"52,606",5
9275,22247,4022247,2018,Plastic (t),"54,919",5
9276,22205,4022205,2018,Plastic (t),"4.154,854",5
9277,22232,4022232,2018,Plastic (t),"30,607",5
9278,22209,4022209,2018,Plastic (t),"13,078",5
9279,22210,4022210,2018,Plastic (t),"50,404",5
9280,22248,4022248,2018,Plastic (t),"235,116",5
9281,,4022211,2018,Plastic (t),"30,275",5
9282,22213,4022213,2018,Plastic (t),"79,640",5
9283,,4022216,2018,Plastic (t),"5,985",5
9284,,4022249,2018,Plastic (t),"138,298",5
9285,22222,4022222,2018,Plastic (t),"127,228",5
9286,22224,4022224,2018,Plastic (t),"136,839",5
9287,,4022225,2018,Plastic (t),"78,750",5
9288,22226,4022226,2018,Plastic (t),"62,063",5
9289,22001,4022001,2019,Plastic (t),"380,137",5
9290,22002,4022002,2019,Plastic (t),"68,669",5
9291,22003,4022003,2019,Plastic (t),"145,209",5
9292,22235,4022235,2019,Plastic (t),"80,590",5
9293,,4022236,2019,Plastic (t),"126,059",5
9294,22237,4022237,2019,Plastic (t),"18,522",5
9295,22005,4022005,2019,Plastic (t),"192,799",5
9296,22006,4022006,2019,Plastic (t),"752,489",5
9297,22007,4022007,2019,Plastic (t),"124,093",5
9298,,4022009,2019,Plastic (t),"147,626",5
9299,22011,4022011,2019,Plastic (t),"40,761",5
9300,22013,4022013,2019,Plastic (t),"99,516",5
9301,22015,4022015,2019,Plastic (t),"13,881",5
9302,22017,4022017,2019,Plastic (t),"41,082",5
9303,22018,4022018,2019,Plastic (t),"12,494",5
9304,22021,4022021,2019,Plastic (t),"16,629",5
9305,22238,4022238,2019,Plastic (t),"47,599",5
9306,22239,4022239,2019,Plastic (t),"17,447",5
9307,22022,4022022,2019,Plastic (t),"193,518",5
9308,22025,4022025,2019,Plastic (t),"189,455",5
9309,22026,4022026,2019,Plastic (t),"7,610",5
9310,,4022027,2019,Plastic (t),"22,690",5
9311,22029,4022029,2019,Plastic (t),"24,360",5
9312,,4022030,2019,Plastic (t),"9,485",5
9313,22032,4022032,2019,Plastic (t),"60,485",5
9314,22033,4022033,2019,Plastic (t),"19,959",5
9315,22034,4022034,2019,Plastic (t),"116,123",5
9316,22035,4022035,2019,Plastic (t),"80,791",5
9317,22036,4022036,2019,Plastic (t),"134,660",5
9318,22037,4022037,2019,Plastic (t),"42,975",5
9319,22038,4022038,2019,Plastic (t),"82,771",5
9320,22039,4022039,2019,Plastic (t),"330,744",5
9321,22040,4022040,2019,Plastic (t),"16,465",5
9322,,4022041,2019,Plastic (t),"50,863",5
9323,22042,4022042,2019,Plastic (t),"49,560",5
9324,22043,4022043,2019,Plastic (t),"14,504",5
9325,22045,4022045,2019,Plastic (t),"5,816",5
9326,22240,4022240,2019,Plastic (t),"91,256",5
9327,,4022046,2019,Plastic (t),"18,997",5
9328,22048,4022048,2019,Plastic (t),"40,667",5
9329,22047,4022047,2019,Plastic (t),"70,876",5
9330,22049,4022049,2019,Plastic (t),"29,009",5
9331,22050,4022050,2019,Plastic (t),"148,968",5
9332,22051,4022051,2019,Plastic (t),"39,898",5
9333,22052,4022052,2019,Plastic (t),"31,068",5
9334,22053,4022053,2019,Plastic (t),"142,494",5
9335,22054,4022054,2019,Plastic (t),"4,399",5
9336,22241,4022241,2019,Plastic (t),"111,427",5
9337,22058,4022058,2019,Plastic (t),"32,632",5
9338,22059,4022059,2019,Plastic (t),"11,414",5
9339,22060,4022060,2019,Plastic (t),"9,149",5
9340,22061,4022061,2019,Plastic (t),"93,744",5
9341,22062,4022062,2019,Plastic (t),"198,591",5
9342,,4022063,2019,Plastic (t),"19,221",5
9343,22228,4022228,2019,Plastic (t),"88,424",5
9344,22064,4022064,2019,Plastic (t),"49,920",5
9345,,4022242,2019,Plastic (t),"41,185",5
9346,22068,4022068,2019,Plastic (t),"23,390",5
9347,,4022070,2019,Plastic (t),"21,578",5
9348,22071,4022071,2019,Plastic (t),"12,366",5
9349,22074,4022074,2019,Plastic (t),"35,393",5
9350,22233,4022233,2019,Plastic (t),"122,603",5
9351,22078,4022078,2019,Plastic (t),"23,231",5
9352,22079,4022079,2019,Plastic (t),"199,560",5
9353,,4022080,2019,Plastic (t),"32,401",5
9354,22081,4022081,2019,Plastic (t),"73,548",5
9355,,4022083,2019,Plastic (t),"26,812",5
9356,,4022085,2019,Plastic (t),"9,566",5
9357,22087,4022087,2019,Plastic (t),"163,097",5
9358,,4022088,2019,Plastic (t),"50,222",5
9359,22089,4022089,2019,Plastic (t),"30,504",5
9360,,4022090,2019,Plastic (t),"8,050",5
9361,22091,4022091,2019,Plastic (t),"20,022",5
9362,22092,4022092,2019,Plastic (t),"118,009",5
9363,22093,4022093,2019,Plastic (t),"27,887",5
9364,22095,4022095,2019,Plastic (t),"58,369",5
9365,22097,4022097,2019,Plastic (t),"62,919",5
9366,22098,4022098,2019,Plastic (t),"203,195",5
9367,22102,4022102,2019,Plastic (t),"89,190",5
9368,22103,4022103,2019,Plastic (t),"424,071",5
9369,22229,4022229,2019,Plastic (t),"286,960",5
9370,22104,4022104,2019,Plastic (t),"192,322",5
9371,22106,4022106,2019,Plastic (t),"22,831",5
9372,22108,4022108,2019,Plastic (t),"41,008",5
9373,,4022109,2019,Plastic (t),"12,794",5
9374,22243,4022243,2019,Plastic (t),"136,418",5
9375,,4022110,2019,Plastic (t),"56,908",5
9376,,4022111,2019,Plastic (t),"18,437",5
9377,22112,4022112,2019,Plastic (t),"3,784",5
9378,22113,4022113,2019,Plastic (t),"53,559",5
9379,22114,4022114,2019,Plastic (t),"66,924",5
9380,22115,4022115,2019,Plastic (t),"87,997",5
9381,22116,4022116,2019,Plastic (t),"257,741",5
9382,22117,4022117,2019,Plastic (t),"337,226",5
9383,22118,4022118,2019,Plastic (t),"315,361",5
9384,22120,4022120,2019,Plastic (t),"121,460",5
9385,22123,4022123,2019,Plastic (t),"376,031",5
9386,22124,4022124,2019,Plastic (t),"187,422",5
9387,22127,4022127,2019,Plastic (t),"74,496",5
9388,22128,4022128,2019,Plastic (t),"55,922",5
9389,22129,4022129,2019,Plastic (t),"30,256",5
9390,22130,4022130,2019,Plastic (t),"21,607",5
9391,22131,4022131,2019,Plastic (t),"33,249",5
9392,,4022133,2019,Plastic (t),"3,540",5
9393,,4022134,2019,Plastic (t),"27,303",5
9394,22136,4022136,2019,Plastic (t),"63,699",5
9395,22137,4022137,2019,Plastic (t),"12,817",5
9396,22138,4022138,2019,Plastic (t),"10,345",5
9397,22139,4022139,2019,Plastic (t),"625,587",5
9398,,4022234,2019,Plastic (t),"34,356",5
9399,22142,4022142,2019,Plastic (t),"23,613",5
9400,22143,4022143,2019,Plastic (t),"199,644",5
9401,22144,4022144,2019,Plastic (t),"95,164",5
9402,,4022244,2019,Plastic (t),"44,001",5
9403,22230,4022230,2019,Plastic (t),"210,508",5
9404,22147,4022147,2019,Plastic (t),"158,730",5
9405,,4022245,2019,Plastic (t),"425,765",5
9406,22150,4022150,2019,Plastic (t),"38,794",5
9407,,4022152,2019,Plastic (t),"36,149",5
9408,22153,4022153,2019,Plastic (t),"839,214",5
9409,,4022154,2019,Plastic (t),"17,682",5
9410,22155,4022155,2019,Plastic (t),"46,473",5
9411,22156,4022156,2019,Plastic (t),"86,512",5
9412,22157,4022157,2019,Plastic (t),"12,796",5
9413,22135,4022135,2019,Plastic (t),"49,141",5
9414,22159,4022159,2019,Plastic (t),"22,859",5
9415,,4022160,2019,Plastic (t),"76,172",5
9416,22161,4022161,2019,Plastic (t),"200,580",5
9417,,4022162,2019,Plastic (t),"17,543",5
9418,22163,4022163,2019,Plastic (t),"26,523",5
9419,22164,4022164,2019,Plastic (t),"10,804",5
9420,22165,4022165,2019,Plastic (t),"15,317",5
9421,22231,4022231,2019,Plastic (t),"46,313",5
9422,,4022167,2019,Plastic (t),"150,686",5
9423,,4022168,2019,Plastic (t),"21,781",5
9424,22169,4022169,2019,Plastic (t),"26,887",5
9425,22170,4022170,2019,Plastic (t),"28,286",5
9426,22171,4022171,2019,Plastic (t),"38,633",5
9427,22172,4022172,2019,Plastic (t),"71,155",5
9428,22246,4022246,2019,Plastic (t),"78,592",5
9429,,4022250,2019,Plastic (t),"527,253",5
9430,22173,4022173,2019,Plastic (t),"14,577",5
9431,,4022176,2019,Plastic (t),"137,878",5
9432,22177,4022177,2019,Plastic (t),"39,766",5
9433,22179,4022179,2019,Plastic (t),"42,296",5
9434,22180,4022180,2019,Plastic (t),"63,009",5
9435,22181,4022181,2019,Plastic (t),"20,089",5
9436,22182,4022182,2019,Plastic (t),"36,411",5
9437,22183,4022183,2019,Plastic (t),"108,065",5
9438,22184,4022184,2019,Plastic (t),"14,713",5
9439,22188,4022188,2019,Plastic (t),"53,598",5
9440,22189,4022189,2019,Plastic (t),"16,293",5
9441,22190,4022190,2019,Plastic (t),"20,012",5
9442,22191,4022191,2019,Plastic (t),"85,195",5
9443,22193,4022193,2019,Plastic (t),"20,120",5
9444,,4022251,2019,Plastic (t),"141,068",5
9445,22195,4022195,2019,Plastic (t),"15,478",5
9446,22196,4022196,2019,Plastic (t),"101,653",5
9447,22199,4022199,2019,Plastic (t),"87,232",5
9448,22200,4022200,2019,Plastic (t),"36,988",5
9449,22202,4022202,2019,Plastic (t),"18,924",5
9450,22203,4022203,2019,Plastic (t),"52,791",5
9451,22247,4022247,2019,Plastic (t),"53,413",5
9452,22205,4022205,2019,Plastic (t),"451,776",5
9453,22232,4022232,2019,Plastic (t),"29,520",5
9454,22209,4022209,2019,Plastic (t),"12,991",5
9455,22210,4022210,2019,Plastic (t),"41,965",5
9456,22248,4022248,2019,Plastic (t),"241,310",5
9457,,4022211,2019,Plastic (t),"29,700",5
9458,22213,4022213,2019,Plastic (t),"87,214",5
9459,,4022216,2019,Plastic (t),"6,834",5
9460,,4022249,2019,Plastic (t),"136,284",5
9461,22222,4022222,2019,Plastic (t),"128,300",5
9462,22224,4022224,2019,Plastic (t),"141,666",5
9463,22226,4022226,2019,Plastic (t),"61,554",5
9464,22001,4022001,2020,Plastic (t),"427,548",5
9465,22002,4022002,2020,Plastic (t),"68,790",5
9466,22003,4022003,2020,Plastic (t),"145,873",5
9467,22235,4022235,2020,Plastic (t),"78,759",5
9468,,4022236,2020,Plastic (t),"123,283",5
9469,22237,4022237,2020,Plastic (t),"18,042",5
9470,22005,4022005,2020,Plastic (t),"158,969",5
9471,22006,4022006,2020,Plastic (t),"677,991",5
9472,22007,4022007,2020,Plastic (t),"151,577",5
9473,,4022009,2020,Plastic (t),"145,862",5
9474,22011,4022011,2020,Plastic (t),"40,372",5
9475,22013,4022013,2020,Plastic (t),"122,059",5
9476,22015,4022015,2020,Plastic (t),"13,668",5
9477,22017,4022017,2020,Plastic (t),"50,772",5
9478,22018,4022018,2020,Plastic (t),"14,716",5
9479,22021,4022021,2020,Plastic (t),"19,846",5
9480,22238,4022238,2020,Plastic (t),"58,892",5
9481,,4022252,2020,Plastic (t),"83,685",5
9482,22239,4022239,2020,Plastic (t),"21,986",5
9483,22022,4022022,2020,Plastic (t),"199,053",5
9484,22025,4022025,2020,Plastic (t),"206,797",5
9485,22026,4022026,2020,Plastic (t),"7,452",5
9486,22029,4022029,2020,Plastic (t),"27,936",5
9487,22032,4022032,2020,Plastic (t),"57,856",5
9488,22033,4022033,2020,Plastic (t),"25,353",5
9489,22034,4022034,2020,Plastic (t),"113,570",5
9490,22035,4022035,2020,Plastic (t),"73,923",5
9491,22036,4022036,2020,Plastic (t),"117,619",5
9492,22037,4022037,2020,Plastic (t),"42,585",5
9493,22038,4022038,2020,Plastic (t),"85,006",5
9494,22039,4022039,2020,Plastic (t),"340,899",5
9495,22040,4022040,2020,Plastic (t),"16,877",5
9496,22042,4022042,2020,Plastic (t),"52,853",5
9497,22043,4022043,2020,Plastic (t),"14,909",5
9498,22045,4022045,2020,Plastic (t),"7,036",5
9499,22240,4022240,2020,Plastic (t),"93,791",5
9500,22048,4022048,2020,Plastic (t),"40,358",5
9501,22047,4022047,2020,Plastic (t),"70,269",5
9502,22049,4022049,2020,Plastic (t),"30,663",5
9503,22050,4022050,2020,Plastic (t),"143,735",5
9504,22051,4022051,2020,Plastic (t),"38,186",5
9505,22052,4022052,2020,Plastic (t),"29,456",5
9506,22053,4022053,2020,Plastic (t),"138,893",5
9507,22054,4022054,2020,Plastic (t),"6,719",5
9508,22241,4022241,2020,Plastic (t),"105,949",5
9509,22058,4022058,2020,Plastic (t),"32,763",5
9510,22059,4022059,2020,Plastic (t),"11,274",5
9511,22060,4022060,2020,Plastic (t),"9,105",5
9512,22061,4022061,2020,Plastic (t),"95,989",5
9513,22062,4022062,2020,Plastic (t),"201,357",5
9514,22228,4022228,2020,Plastic (t),"101,252",5
9515,22064,4022064,2020,Plastic (t),"50,347",5
9516,,4022242,2020,Plastic (t),"40,764",5
9517,22068,4022068,2020,Plastic (t),"23,107",5
9518,22071,4022071,2020,Plastic (t),"12,327",5
9519,22074,4022074,2020,Plastic (t),"34,264",5
9520,22233,4022233,2020,Plastic (t),"119,202",5
9521,22078,4022078,2020,Plastic (t),"21,354",5
9522,22079,4022079,2020,Plastic (t),"184,698",5
9523,22081,4022081,2020,Plastic (t),"66,751",5
9524,,4022083,2020,Plastic (t),"32,861",5
9525,,4022085,2020,Plastic (t),"10,343",5
9526,22087,4022087,2020,Plastic (t),"187,920",5
9527,22089,4022089,2020,Plastic (t),"30,230",5
9528,,4022090,2020,Plastic (t),"8,182",5
9529,22091,4022091,2020,Plastic (t),"18,760",5
9530,22092,4022092,2020,Plastic (t),"117,459",5
9531,22093,4022093,2020,Plastic (t),"30,018",5
9532,22095,4022095,2020,Plastic (t),"59,353",5
9533,22097,4022097,2020,Plastic (t),"66,231",5
9534,22098,4022098,2020,Plastic (t),"211,909",5
9535,22102,4022102,2020,Plastic (t),"91,801",5
9536,22103,4022103,2020,Plastic (t),"415,050",5
9537,22229,4022229,2020,Plastic (t),"255,567",5
9538,22104,4022104,2020,Plastic (t),"194,824",5
9539,22106,4022106,2020,Plastic (t),"22,638",5
9540,22108,4022108,2020,Plastic (t),"39,879",5
9541,,4022109,2020,Plastic (t),"18,171",5
9542,22243,4022243,2020,Plastic (t),"134,137",5
9543,,4022110,2020,Plastic (t),"64,800",5
9544,22112,4022112,2020,Plastic (t),"4,691",5
9545,22113,4022113,2020,Plastic (t),"66,142",5
9546,22114,4022114,2020,Plastic (t),"61,107",5
9547,22115,4022115,2020,Plastic (t),"93,122",5
9548,22116,4022116,2020,Plastic (t),"253,861",5
9549,22117,4022117,2020,Plastic (t),"333,391",5
9550,22118,4022118,2020,Plastic (t),"307,652",5
9551,22120,4022120,2020,Plastic (t),"103,094",5
9552,22123,4022123,2020,Plastic (t),"419,993",5
9553,22124,4022124,2020,Plastic (t),"137,804",5
9554,22127,4022127,2020,Plastic (t),"78,132",5
9555,22128,4022128,2020,Plastic (t),"63,193",5
9556,22129,4022129,2020,Plastic (t),"31,424",5
9557,22253,4022253,2020,Plastic (t),"103,774",5
9558,22130,4022130,2020,Plastic (t),"22,405",5
9559,22131,4022131,2020,Plastic (t),"36,149",5
9560,,4022133,2020,Plastic (t),"3,623",5
9561,,4022134,2020,Plastic (t),"26,798",5
9562,22136,4022136,2020,Plastic (t),"62,489",5
9563,22137,4022137,2020,Plastic (t),"15,210",5
9564,22138,4022138,2020,Plastic (t),"12,430",5
9565,22139,4022139,2020,Plastic (t),"605,188",5
9566,,4022234,2020,Plastic (t),"42,329",5
9567,22142,4022142,2020,Plastic (t),"23,026",5
9568,22143,4022143,2020,Plastic (t),"200,217",5
9569,22144,4022144,2020,Plastic (t),"78,891",5
9570,,4022244,2020,Plastic (t),"53,410",5
9571,22230,4022230,2020,Plastic (t),"210,350",5
9572,22147,4022147,2020,Plastic (t),"153,885",5
9573,,4022245,2020,Plastic (t),"401,276",5
9574,22150,4022150,2020,Plastic (t),"45,426",5
9575,22153,4022153,2020,Plastic (t),"724,173",5
9576,22155,4022155,2020,Plastic (t),"44,519",5
9577,22156,4022156,2020,Plastic (t),"85,562",5
9578,22157,4022157,2020,Plastic (t),"13,809",5
9579,22135,4022135,2020,Plastic (t),"47,805",5
9580,22159,4022159,2020,Plastic (t),"20,621",5
9581,,4022160,2020,Plastic (t),"74,817",5
9582,22161,4022161,2020,Plastic (t),"113,344",5
9583,,4022162,2020,Plastic (t),"16,558",5
9584,22163,4022163,2020,Plastic (t),"25,691",5
9585,22164,4022164,2020,Plastic (t),"10,605",5
9586,22165,4022165,2020,Plastic (t),"15,895",5
9587,22231,4022231,2020,Plastic (t),"56,607",5
9588,,4022167,2020,Plastic (t),"180,947",5
9589,,4022168,2020,Plastic (t),"22,985",5
9590,22169,4022169,2020,Plastic (t),"26,252",5
9591,22170,4022170,2020,Plastic (t),"27,065",5
9592,22171,4022171,2020,Plastic (t),"39,427",5
9593,22172,4022172,2020,Plastic (t),"68,201",5
9594,22246,4022246,2020,Plastic (t),"92,487",5
9595,,4022250,2020,Plastic (t),"510,639",5
9596,22173,4022173,2020,Plastic (t),"13,644",5
9597,,4022176,2020,Plastic (t),"131,982",5
9598,22177,4022177,2020,Plastic (t),"37,386",5
9599,22179,4022179,2020,Plastic (t),"50,362",5
9600,22180,4022180,2020,Plastic (t),"60,815",5
9601,22181,4022181,2020,Plastic (t),"20,089",5
9602,22182,4022182,2020,Plastic (t),"41,772",5
9603,22183,4022183,2020,Plastic (t),"134,406",5
9604,22184,4022184,2020,Plastic (t),"18,732",5
9605,22188,4022188,2020,Plastic (t),"55,209",5
9606,22189,4022189,2020,Plastic (t),"16,938",5
9607,22190,4022190,2020,Plastic (t),"19,715",5
9608,22191,4022191,2020,Plastic (t),"78,710",5
9609,22193,4022193,2020,Plastic (t),"20,004",5
9610,,4022251,2020,Plastic (t),"138,984",5
9611,22195,4022195,2020,Plastic (t),"19,309",5
9612,22196,4022196,2020,Plastic (t),"95,738",5
9613,22199,4022199,2020,Plastic (t),"109,168",5
9614,22200,4022200,2020,Plastic (t),"37,543",5
9615,22202,4022202,2020,Plastic (t),"19,953",5
9616,22203,4022203,2020,Plastic (t),"65,089",5
9617,22247,4022247,2020,Plastic (t),"56,928",5
9618,22205,4022205,2020,Plastic (t),"376,820",5
9619,22232,4022232,2020,Plastic (t),"36,261",5
9620,22209,4022209,2020,Plastic (t),"13,067",5
9621,22210,4022210,2020,Plastic (t),"50,885",5
9622,22248,4022248,2020,Plastic (t),"239,495",5
9623,22213,4022213,2020,Plastic (t),"74,891",5
9624,,4022216,2020,Plastic (t),"6,512",5
9625,,4022249,2020,Plastic (t),"134,844",5
9626,22222,4022222,2020,Plastic (t),"141,523",5
9627,22254,4022254,2020,Plastic (t),"98,755",5
9628,22224,4022224,2020,Plastic (t),"113,119",5
9629,22226,4022226,2020,Plastic (t),"60,195",5
9630,22001,4022001,2021,Plastic (t),"453,679",5
9631,22002,4022002,2021,Plastic (t),"72,540",5
9632,22003,4022003,2021,Plastic (t),"153,818",5
9633,22235,4022235,2021,Plastic (t),"83,054",5
9634,,4022236,2021,Plastic (t),"138,617",5
9635,22237,4022237,2021,Plastic (t),"19,256",5
9636,22005,4022005,2021,Plastic (t),"167,632",5
9637,22006,4022006,2021,Plastic (t),"737,078",5
9638,22007,4022007,2021,Plastic (t),"158,018",5
9639,,4022009,2021,Plastic (t),"160,168",5
9640,22011,4022011,2021,Plastic (t),"43,207",5
9641,22013,4022013,2021,Plastic (t),"127,859",5
9642,22015,4022015,2021,Plastic (t),"14,106",5
9643,22017,4022017,2021,Plastic (t),"53,154",5
9644,22018,4022018,2021,Plastic (t),"15,406",5
9645,22021,4022021,2021,Plastic (t),"20,777",5
9646,22238,4022238,2021,Plastic (t),"61,655",5
9647,,4022252,2021,Plastic (t),"89,309",5
9648,22239,4022239,2021,Plastic (t),"23,018",5
9649,22022,4022022,2021,Plastic (t),"205,421",5
9650,22025,4022025,2021,Plastic (t),"205,247",5
9651,22026,4022026,2021,Plastic (t),"7,953",5
9652,22029,4022029,2021,Plastic (t),"29,247",5
9653,22032,4022032,2021,Plastic (t),"52,931",5
9654,22033,4022033,2021,Plastic (t),"29,860",5
9655,22034,4022034,2021,Plastic (t),"109,656",5
9656,22035,4022035,2021,Plastic (t),"77,707",5
9657,22036,4022036,2021,Plastic (t),"71,033",5
9658,22037,4022037,2021,Plastic (t),"45,448",5
9659,22038,4022038,2021,Plastic (t),"80,668",5
9660,22039,4022039,2021,Plastic (t),"127,043",5
9661,22040,4022040,2021,Plastic (t),"16,373",5
9662,22042,4022042,2021,Plastic (t),"55,334",5
9663,22043,4022043,2021,Plastic (t),"15,385",5
9664,22045,4022045,2021,Plastic (t),"7,367",5
9665,22240,4022240,2021,Plastic (t),"96,790",5
9666,22048,4022048,2021,Plastic (t),"41,647",5
9667,22047,4022047,2021,Plastic (t),"68,174",5
9668,22049,4022049,2021,Plastic (t),"31,644",5
9669,22050,4022050,2021,Plastic (t),"139,449",5
9670,22051,4022051,2021,Plastic (t),"40,752",5
9671,22052,4022052,2021,Plastic (t),"31,060",5
9672,22053,4022053,2021,Plastic (t),"146,462",5
9673,22054,4022054,2021,Plastic (t),"6,493",5
9674,22241,4022241,2021,Plastic (t),"111,723",5
9675,22058,4022058,2021,Plastic (t),"34,546",5
9676,22059,4022059,2021,Plastic (t),"11,633",5
9677,22060,4022060,2021,Plastic (t),"9,718",5
9678,22061,4022061,2021,Plastic (t),"105,782",5
9679,22062,4022062,2021,Plastic (t),"214,884",5
9680,22228,4022228,2021,Plastic (t),"106,002",5
9681,22064,4022064,2021,Plastic (t),"39,091",5
9682,,4022242,2021,Plastic (t),"43,503",5
9683,22068,4022068,2021,Plastic (t),"18,885",5
9684,22071,4022071,2021,Plastic (t),"13,156",5
9685,22074,4022074,2021,Plastic (t),"36,567",5
9686,22233,4022233,2021,Plastic (t),"108,842",5
9687,22078,4022078,2021,Plastic (t),"23,215",5
9688,22079,4022079,2021,Plastic (t),"200,794",5
9689,22081,4022081,2021,Plastic (t),"70,384",5
9690,,4022083,2021,Plastic (t),"34,403",5
9691,,4022085,2021,Plastic (t),"13,180",5
9692,22087,4022087,2021,Plastic (t),"160,607",5
9693,22089,4022089,2021,Plastic (t),"34,733",5
9694,,4022090,2021,Plastic (t),"10,607",5
9695,22091,4022091,2021,Plastic (t),"19,781",5
9696,22092,4022092,2021,Plastic (t),"123,857",5
9697,22093,4022093,2021,Plastic (t),"31,426",5
9698,22095,4022095,2021,Plastic (t),"61,250",5
9699,22097,4022097,2021,Plastic (t),"62,854",5
9700,22098,4022098,2021,Plastic (t),"87,926",5
9701,22102,4022102,2021,Plastic (t),"99,520",5
9702,22103,4022103,2021,Plastic (t),"438,382",5
9703,22229,4022229,2021,Plastic (t),"277,840",5
9704,22104,4022104,2021,Plastic (t),"256,073",5
9705,22106,4022106,2021,Plastic (t),"24,158",5
9706,22108,4022108,2021,Plastic (t),"42,050",5
9707,,4022109,2021,Plastic (t),"19,224",5
9708,22243,4022243,2021,Plastic (t),"141,447",5
9709,,4022110,2021,Plastic (t),"65,285",5
9710,22112,4022112,2021,Plastic (t),"4,911",5
9711,22113,4022113,2021,Plastic (t),"41,238",5
9712,22114,4022114,2021,Plastic (t),"75,620",5
9713,22115,4022115,2021,Plastic (t),"88,373",5
9714,22116,4022116,2021,Plastic (t),"267,687",5
9715,22117,4022117,2021,Plastic (t),"351,552",5
9716,22118,4022118,2021,Plastic (t),"152,205",5
9717,22120,4022120,2021,Plastic (t),"108,714",5
9718,22123,4022123,2021,Plastic (t),"430,297",5
9719,22124,4022124,2021,Plastic (t),"149,815",5
9720,22127,4022127,2021,Plastic (t),"98,355",5
9721,22128,4022128,2021,Plastic (t),"45,442",5
9722,22129,4022129,2021,Plastic (t),"32,429",5
9723,22253,4022253,2021,Plastic (t),"110,746",5
9724,22130,4022130,2021,Plastic (t),"23,122",5
9725,22131,4022131,2021,Plastic (t),"31,016",5
9726,,4022133,2021,Plastic (t),"4,783",5
9727,,4022134,2021,Plastic (t),"26,000",5
9728,22136,4022136,2021,Plastic (t),"76,066",5
9729,22137,4022137,2021,Plastic (t),"14,961",5
