id,latitude,longitude,name,cuisine,operator,street,city,postcode,housenumber,website,phone,email,type
FnD_id_2425758524,46.303221,10.808986,Daniel pub & pizza,,,,,,,,,,restaurant
FnD_id_2425758525,46.3034875,10.8097078,dai Angioi,,,,,,,,,,restaurant
FnD_id_2428696174,46.3245114,10.8788092,,,,,,,,,,,bar
FnD_id_2428697204,46.1749961,11.8333888,Da Anna,,,,,,,,,,restaurant
FnD_id_2429894206,46.3336074,10.8864545,Bar Biolago,,,,,,,,,,bar
FnD_id_2430536739,46.0135665,10.8212288,Agritur Maso alle Rose,,,,,38071,,https://www.masoallerose.com/,+39 0465 779780,,restaurant
FnD_id_2431204314,45.8903468,10.5986564,Bar Chiara,,,,,,,,,,bar
FnD_id_2431204320,45.8897871,10.5985696,San Rocco,italian,,,,,,,,,restaurant:italian
FnD_id_2433994739,45.9363946,11.2749386,Bar Tabacchi Giornali,,,,,,,,,,cafe
FnD_id_2437416069,46.2624241,10.5895788,Palla di Neve,,,,,,,,,,restaurant
FnD_id_2437695832,46.3992816,11.6097006,Agritur Malga Secine,italian,,,,,,,,,restaurant:italian
FnD_id_2443359624,45.7768117,11.1233211,Albergo Ristorante Aurora,regional,,,,,,www.albergoaurora.tn.it,,,restaurant:regional
FnD_id_2458634961,45.8063865,10.5506787,,,,,,,,,,,bar
FnD_id_2458634962,45.8063956,10.5507276,,,,,,,,,,,restaurant
FnD_id_2463316762,46.0909848,11.1153334,Roadhouse Grill,,,,,,,http://www.roadhousegrill.it/,,,fast_food
FnD_id_2467487009,46.0689578,11.1190604,Pizzopolis,pizza,,Via San Giovanni,Trento,38122,36/1,,,,fast_food:pizza
FnD_id_2468231575,46.1562912,11.153345,Al Portec,,,Via Principe Umberto,Verla di Giovo,38030,49,,,,cafe
FnD_id_2468231682,46.1570726,11.1529912,La Vecchia Signora 2.0,pizza,,,,,,,,,restaurant:pizza
FnD_id_2472335028,46.0674341,11.1178437,Magna Laude,,Giuliano Sosi S.R.L.,Via Don Giovanni Battista Zanella,Trento,38122,11,http://www.sositrento.it/,+39 0461 238480,sosi@sositrento.it,cafe
FnD_id_2472335039,46.0672566,11.1177368,Pappare' Trento,,,Via Don Giovanni Battista Zanella,Trento,38122,8,https://www.pappa-reale.it/pappare-trento/,+39 0461 439362,papparetrento@pappa-reale.it,bar
FnD_id_2484653256,45.8901819,11.0413347,Bottega del Caffé,,,Via Giuseppe Garibaldi,Rovereto,38068,28,,,,cafe
FnD_id_2484736018,45.8899681,11.0413341,Caffè Excelsior,,Simonetti Fabrizio,Via della Croce,Rovereto,38068,7,,+39 335 5342495,,cafe
FnD_id_2484736030,45.8883758,11.0415345,Tiffany,,,,,,,,,,cafe
FnD_id_2484983368,45.9202273,10.8835117,,chinese,,,,,,,,,restaurant:chinese
FnD_id_2484990948,45.913533,10.8568963,,,,,,,,,,,bar
FnD_id_2486092346,45.8907625,11.0378818,Ristorante Novecento dell'Hotel Rovereto,regional;pizza,,Corso Antonio Rosmini,Rovereto,38068,82/d,,+39 0464 435454,,restaurant:regional;pizza
FnD_id_2487115306,45.9307602,10.8229856,Ristorante & Pizzeria,,,,,,,,,,restaurant
FnD_id_2487319549,46.0554208,11.1161172,Girasole,,,Via delle Ghiaie,Trento,38122,18e,,,,bar
FnD_id_2487319550,46.0556134,11.1160854,Pedro Pizza,pizza,Mustang S.N.C.,Via delle Ghiaie,Trento,38122,18b,http://www.pedropizza.it,,,fast_food:pizza
FnD_id_2490648335,45.9168157,10.8748449,Mok bar,,,,,,,,,,bar
FnD_id_2493523507,45.8877941,11.0445419,Locanda al Castello,,,Piazza Malfatti,Rovereto,38068,20,,,,restaurant
FnD_id_2496764579,45.9082464,10.8678868,Ozone Bar Food&Drink,,,Via Santa Caterina,Arco,38062,94h,,,,bar
FnD_id_2498881438,45.8791785,10.8732371,Pizzeria al Porto,pizza,,Via Linfano,Arco,38062,52,https://pizzeriaalporto.com,+39 0464 505 985,info@pizzeriaalporto.com,restaurant:pizza
FnD_id_2499968606,45.884028,11.0212902,,,,,,,,,,,bar
FnD_id_2502929449,46.0472455,11.1330047,UniBAR,,,Via della Malpensada,Trento,38123,138,,,,bar
FnD_id_2509331932,45.9083347,11.0404719,,,,,,,,,,,cafe
FnD_id_2509341606,45.8905931,11.0320638,Bar Piave,,,Via Fortunato Zeni,Rovereto,38068,8,,+39 0464 443277,,cafe
FnD_id_2517263790,45.7589705,11.0019383,Al Ghiottone,indian,,,,,,,,,restaurant:indian
FnD_id_2517370193,45.7593844,11.0028032,Sushi Joy,,,,,,,,,,restaurant
FnD_id_2517370236,45.7581734,11.0054305,Caffè Commercio,,,,,,,,,,bar
FnD_id_2517370237,45.7591565,11.0042225,Cream Cafè,,,Via della Roggia,Ala,,12,,,,bar
FnD_id_2518516221,45.7576993,11.0029931,Bar Mozart,,,Via Nuova,Ala,38061,82,,,,bar
FnD_id_2525009247,45.9391331,10.6389348,Bar Posta,,Eredi F. Butterini,Via Roma,,,17b,,+39 046 5674062,,cafe
FnD_id_2525035021,45.9399054,10.6391401,Bar Pizzeria Contessa Dina,,Bar Pizzeria Contessa Dina di De Silvestri Paolo & C. Società in nome collettivo,,,,,,,,bar
FnD_id_2527717177,45.8865111,10.8425458,Gelateria Flora Downtown,,,,,,,,,,bar
FnD_id_2531405387,45.8940626,10.8491134,Bar Sunrise Café,,,Viale Trento,Riva del Garda,38066,64,,+39 0464 553008,,bar
FnD_id_2531409644,45.894726,10.849803,Gelateria Artigianale Happy Days,ice_cream,,Viale Trento,Riva del Garda,38066,94,https://www.farcomtrento.com/stores/farmacia-san-giuseppe-riva-del-garda/,+39 0464 550509,farm31@farcomtrento.it,cafe:ice_cream
FnD_id_2531413178,45.8944783,10.8495594,Corallo,,,Viale Trento,Riva del Garda,38066,80,,+39 0464 520217,,bar
FnD_id_2534761413,46.0164456,11.6337845,Bar Sport,,,,,,,,,,bar
FnD_id_2544544985,45.9927004,10.9751202,Toccoli,,,,,,,,,,bar
FnD_id_2544560022,45.9940935,10.9736598,Pedro,,,,,,,,,,bar
FnD_id_2556500415,46.0561137,11.1209065,Twist - Pizza 'n More,pizza,,Via Giacomo Matteotti,Trento,38122,36,https://twistpizza.it/,+39 348 9333 639,,restaurant:pizza
FnD_id_2556841544,46.0838336,11.0987207,Maso Finisterre,regional,Maso Finisterre S.r.l.,Via Santi Cosma e Damiano,Trento,38121,6,https://www.masofinisterre.it/,+39 0461 825752,masofinisterre@yahoo.it,restaurant:regional
FnD_id_2562276630,46.061086,11.1154366,Bottega del Dersut,,D.R. di Rivolta Daniela,Viale Adriano Olivetti,Trento,38122,23,,,,bar
FnD_id_2573595819,45.9147122,10.9049484,"Pizzeria Ristorante ""Da Marosi""",italian;pizza,,Via della Repubblica,Bolognano,38062,22,,+39 0464 532654,,restaurant:italian;pizza
FnD_id_2578549614,46.0622349,11.1150025,Hi Poke,,Hi Poke SRL,Viale Adriano Olivetti,Trento,38122,2,https://www.hipoke.it/,+39 0461 415952,,restaurant
FnD_id_2589666378,46.0885229,11.1175801,Wok For You,chinese;japanese;sushi,,Via Luigi Brugnara,Trento,38121,4,http://www.wokforyou.it/,+39 0461 1596994,wok.foryou@libero.it,restaurant:chinese;japanese;sushi
FnD_id_2589668245,46.3110713,10.7557119,Al Tabià,,,Via Nazionale,Pellizzano,38020,45,,,,bar
FnD_id_2589686375,46.0756228,10.996718,Bar Italia,,Spatra s.n.c.,Via Roma,,38096,61/4,,,,cafe
FnD_id_2598641850,46.1602069,11.0013525,Ski Bar,,,,Andalo,,6,,+39 0461 585611,,restaurant
FnD_id_2606082891,45.9131264,10.7288072,Bar Taverna Di Sartori Franco,,,Via 3 Giugno,Ledro,38067,27,,,,bar
FnD_id_2609295433,46.4340398,11.1446914,,,,,,,,,,,bar
FnD_id_2611293385,46.0688243,11.482469,,,,,,,,,,,cafe
FnD_id_2612723304,46.0702001,11.4826494,Bar Panorama,,Manzucchi Riccardo,Località Nale,Telve,38050,1,,,,cafe
FnD_id_2618051263,46.0989271,11.0535315,Bar Lido 2.0,,,Via al Lago di Terlago,Vallelaghi,,1,,,,bar
FnD_id_2618341568,46.1301997,11.1262284,,,,Via del Pra de l'Agnela,Trento,,3,,,,bar
FnD_id_2621304850,46.1317785,11.1394211,Agritur alle Gorghe,regional,,Strada alle Gorghe,Vigo Meano,38121,17,http://www.agriturallegorghe.it,+39 0461 448268,info@agriturallegorghe.it,restaurant:regional
FnD_id_2623279971,45.8863852,11.0295258,La Perla,,,,,,,,,,bar
FnD_id_2623279974,45.8874166,11.0236894,Mimosa,,,,,,,,,,bar
FnD_id_2627181974,46.0715022,11.477803,Bar Birreria,,,Via Largo Cacciatori,Telve,38050,1,,,,cafe
FnD_id_2628567192,46.0713317,11.4791909,Bar Piazza Vecchia,,,,,,,,,,cafe
FnD_id_2637298757,46.075184,11.1249367,Zushi,japanese,,Via del Brennero,Trento,38122,2,http://www.zushi.eu/,+39 0461 092263,trento@zushi.eu,restaurant:japanese
FnD_id_2638148201,45.9077164,11.0409848,Biang Biang Ramen,ramen;chinese;japanese,Ye Yang,Viale Trento,Rovereto,38068,77,,,,restaurant:ramen;chinese;japanese
FnD_id_2638148558,45.8890493,11.0335328,SushyAmo,japanese,Jin Xianbiao,Via Abetone,Rovereto,38068,9,,+39 0464 433155,info@ristorantesushoku.it,restaurant:japanese
FnD_id_2647941985,46.0695811,11.2200064,Biergarten Mönchshof,pizza;birra,,Località Fratte,Pergine Valsugana,38057,53,,,,restaurant:pizza;birra
FnD_id_2659247730,45.8685782,10.8768025,Caffè Monte Baldo,,,Lungolago Conca d'Oro,Torbole sul Garda,38069,15,,,,bar
FnD_id_2673313358,46.0715635,11.1248756,Locanda Le Due Travi,italian,,Via del Suffragio,Trento,38122,20,https://www.locandaleduetravi.it/,+39 0461 096502,,restaurant:italian
FnD_id_2673313362,46.0714373,11.1248609,Caracolito,,,Via del Suffragio,Trento,38122,32,,,,restaurant
FnD_id_2683658998,46.0458592,10.5119776,Ristorante da Pierino,,Orsi Giuliana,,Daone,38080,,,+39 0465 674625,,restaurant
FnD_id_2700355078,46.1007909,11.1085885,Bar Ceresella,,,,,,,,,,cafe
FnD_id_2706066321,46.0688235,11.1287824,Thai Break,,,Piazza Venezia,,,41/1,,,,restaurant
FnD_id_2706220782,46.066106,11.5229379,Bar Centrale,,Bar Centrale di Costa Alberto e C. S.A.S.,Piazza Quattro Novembre,Castel Ivano,38059,13,,+39 339 589 7401,,cafe
FnD_id_2706220790,46.0662618,11.5235434,Moomba Cafè di Rinaldi,,Rinaldi Manuela,Piazza del Municipio,Castel Ivano,38059,4,,+39 0461 762032,,cafe
FnD_id_2714053904,46.3407381,11.0453443,Bar Berti,,Luchini Lucia,Borgo Manero,Rallo,38010,4,,+39 0463 451880,,bar
FnD_id_2717008013,46.1701203,10.7647325,Ristorante Pizzeria All'Antica Segheria,,,,,,,,,,restaurant
FnD_id_2732485798,46.2943671,10.6855286,Bar Roma,,,,,,,,,,cafe
FnD_id_2757335563,46.174762,11.074712,Black Ice,,,,,,,,,,bar
FnD_id_2779233532,45.9402464,11.1117157,Bar Beseno,,,,,,,,+39 0464 834128,,bar
FnD_id_2780824235,45.8447679,10.9802385,Bar Bianconero,,,Piazza della Repubblica,Tierno,,10,,,,bar
FnD_id_2784215314,46.0522796,11.4500274,Fanny Pub,,Tomio Valter S.A.S.,Viale Roma,Borgo Valsugana,38051,12,,,,pub
FnD_id_2799076104,46.4105255,10.8181541,Bar Rosa delle Alpi,,,,,,,,,,cafe
FnD_id_2820082779,46.154307,11.3095863,Bar Genzianella,,,,,,,,,,bar
FnD_id_2836283205,46.0062525,11.3801667,Carlon,,,Località Valle di Sella,,,,https://ristorante-carlon.webnode.it/,+39 0461761036,,cafe
FnD_id_2836548425,46.0340651,11.5761963,Và Pensiero,italian,,Via Pradanella,Ospedaletto,38050,7b,,+39 366 417 7548,,restaurant:italian
FnD_id_2837457464,46.0771979,11.4492154,Fedele's,,Fedele Michele & C. S.N.C.,,Torcegno,38050,10,,+39 339 208 4184,,cafe
FnD_id_2853936059,46.0622048,11.2390215,Cafè Teatro,,Matisse S.R.L.,Piazza Garibaldi,Pergine Valsugana,38057,5g,,,,bar
FnD_id_2858848895,46.0945711,11.1159743,Red Rose Cafè,,Speranzini Fabio & C S.N.C.,Via Giovanni Battista Trener,Trento,38121,16,,+39 0461 828844,,cafe
FnD_id_2858848896,46.0941501,11.1162772,Bar Sport,,,Via Giovanni Battista Trener,Trento,38121,16,,,,cafe
FnD_id_2858848897,46.0940502,11.115555,Pizza Smile,pizza,,Via Giovanni Battista Trener,Trento,38121,16,,,,fast_food:pizza
FnD_id_2872043172,45.8557104,10.9291441,Caffetteria Al Lago,,,,,,,,,,bar
FnD_id_2872204373,46.1373285,11.1097078,Buongiorno Lavis,,,Via Nazionale,Lavis,38015,32,,,,cafe
FnD_id_2872204377,46.1401898,11.1112215,Instanbul,pizza;kebab;turkish,,Via Antonio Rosmini,Lavis,38015,4,,,,fast_food:pizza;kebab;turkish
FnD_id_2872842068,45.8804842,10.8554572,Gelateria Cantonati,,,,,,,,,,bar
FnD_id_2872854527,45.8525591,10.9765439,Caffe del Gelso,,,,,,,,,,cafe
FnD_id_2874070230,45.8850691,10.8403176,Casa del Caffè,,,,,38066,,,,,cafe
FnD_id_2874083201,45.8863993,10.8416862,Pasticceria Copat,,,,,38066,,,,,cafe
FnD_id_2874104628,45.8856581,10.8406509,Dolce momenti,,,,,,,,,,bar
FnD_id_2874104631,45.8856506,10.8403278,Alpino,,,,,38066,,,,,restaurant
FnD_id_2874104632,45.8864142,10.8415494,Kapuziner am See,bavarian;german,,,,38066,,https://www.kapuzinerriva.it/,,,restaurant:bavarian;german
FnD_id_2874237075,45.8847332,10.8389363,Yachting Bar Porto,,,,,38066,,,,,bar
FnD_id_2874394921,45.8777385,10.8908001,mk2 bar,,,,,,,,,,bar
FnD_id_2875736482,45.8519725,10.9782499,,,,,,,,,,,bar
FnD_id_2875736484,45.8519197,10.9782516,Pizzeria Vecchia Mori,,,,,,,,,,restaurant
FnD_id_2881985266,46.21664,11.1192053,Da Demetrio,pizza;regional,Furlan Andreina & C. SNC,Piazza della Chiesa,Mezzocorona,38016,29,,+39 0461 603823,,restaurant:pizza;regional
FnD_id_2882931677,45.8553973,10.986391,Borgo Antico,pizza,,Via Roma,Mori,,69,,,,restaurant:pizza
FnD_id_2886628290,45.8489041,10.9738429,Teo's Cafe,,,,,,,,,,cafe
FnD_id_2887068927,45.8778864,10.8868958,Al Forte Alto,,,Via al Castel Penede,Nago,38069,26,https://www.alfortealto.it/,+39 0464 505566,info@alfortealto.it,restaurant
FnD_id_2887488210,45.8867741,10.8423188,San Marco cafè,,,Viale Roma,Riva del Garda,38066,18,https://www.facebook.com/San-Marco-Cafè-200259453438085/info/?tab=overview,,,cafe
FnD_id_2887488211,45.8867333,10.8422942,San Marco cafè,italian,,Viale Roma,Riva del Garda,38066,16,,+39 0464 551609,,restaurant:italian
FnD_id_2888545657,45.7827799,11.1182647,,,,,,,,,,,bar
FnD_id_2888545663,45.782778,11.1183157,,,,,,,,,,,restaurant
FnD_id_2889100791,45.7946545,11.1069442,Bar Jolly,,,,,,,,,,bar
FnD_id_2889159347,45.790427,11.1121017,Alla Lanterna,,,,,,,,,,restaurant
FnD_id_2894200072,45.9155601,10.8468522,Panorama,,Bresciani Monica,Località Teggiole,Tenno,38060,2,,,,bar
FnD_id_2896975084,45.7341645,10.9576676,,regional,,,,,,,,,restaurant:regional
FnD_id_2903185721,46.3070965,11.1185771,Bar Centrale,pizza,,Piazza Centrale,Vervò,38010,3,,,,cafe:pizza
FnD_id_2903764668,46.0881973,11.1176995,Bar Code,,,Via del Brennero,Trento,38121,288,,,,cafe
FnD_id_2906289314,46.0153436,11.4449721,,,,Località Strada del Dosso,Borgo Valsugana,38051,121,,,,cafe
FnD_id_2907535345,46.0643807,11.2448604,Bar Daniela,,,,,,,,,,cafe
FnD_id_2929049984,46.1405816,10.9634598,Pizzico,pizza,,Via Lungolago,Molveno,38018,19,,,,restaurant:pizza
FnD_id_2929049985,46.1406058,10.9639212,Bar L'Aquilone,ice_cream,Filippo Sartori,Via Lungolago,Molveno,38018,11b,,+39 461 58 69 60,,restaurant:ice_cream
FnD_id_2929050449,46.1382338,10.9587549,,,,,,,,,,,restaurant
FnD_id_2932894308,45.8540687,10.9680409,Da Neni,,,Via F. Filzi,Mori,38065,46,https://www.daneni.it/,+39 0464 918360,albergo@daneni.it,restaurant
FnD_id_2946662243,45.8880018,11.0446311,Assaporando,mediterranean,"Mulas, Gian Franco",Piazza Malfatti,Rovereto,38068,8,,+39 0464 424153,,restaurant:mediterranean
FnD_id_2946662248,45.8877772,11.0445568,Locanda al Castello,,,Piazza Malfatti,Rovereto,38068,19,https://locanda-al-castello.it,,,restaurant
FnD_id_2957454881,46.3821423,11.6511042,Malga Roncac,,,Strada de Roncac,,,7,http://www.malgaroncac.it,+393342221135,,restaurant
FnD_id_2967327998,46.1283409,11.2585894,Agriturismo la Stropaia,,,,,,,https://lastropaia.it/,,,restaurant
FnD_id_2967363182,46.1336175,11.2571811,Piccolo Paradiso,,,,,,,,,,bar
FnD_id_2967436091,46.1347165,11.249003,Pasticceria Serraia,,,,,,,,,,cafe
FnD_id_2967453836,46.135143,11.249319,Pizzeria da Sergio,italian,,,,,,https://www.pizzeriasergio.com/,+39 0461 557124,daniela.panzaru@gmail.com,restaurant:italian
FnD_id_2967453837,46.1345768,11.2480336,Bar Bianco,,,,,,,,,,bar
FnD_id_2967469526,46.1300261,11.2446986,Bar Bivio,,,,,,,,,,bar
FnD_id_2967472283,46.1320162,11.2435173,Alpino,,,,,,,,,,restaurant
FnD_id_2967727728,46.2908948,11.4630784,Kiss,,,,,,,,,,bar
FnD_id_2967728499,46.2913017,11.4600744,Caffè... da te,,,,,,,,,,cafe
FnD_id_2967729897,46.2908046,11.4588768,Osteria la Segosta,,,Piazza Ress,Cavalese,38033,9,,,,bar
FnD_id_2967730228,46.2908838,11.4626112,Corona,,,,,,,,,,cafe
FnD_id_2967730253,46.2912184,11.4590017,L'ortica,,,Via Scario,,,8,,,,bar
FnD_id_2974737929,45.8885703,11.0439335,Bar Centrale,,,Piazza delle Erbe,Rovereto,38068,24,,,,bar
FnD_id_2984498949,46.1963215,11.1293414,Bar Sicilia,,,,,,,,,,cafe
FnD_id_2991891922,46.4762847,11.7418012,Osteria Heidi,pizza;italian;noodle;regional,,,,,,,,,restaurant:pizza;italian;noodle;regional
FnD_id_2997327159,45.8789219,10.8735935,La Scarpetta,italian,,Via Linfano,Arco,38062,52,,+39 339 3751339,,restaurant:italian
FnD_id_3002405385,45.8170422,10.9543924,Lo scoglio,italian;pizza,,Via Roma,,,17,,+39 0464 394050,,restaurant:italian;pizza
FnD_id_3002405388,45.8109862,10.9098849,Malga Campo,regional,,,,,,,,,restaurant:regional
FnD_id_3009148942,46.0377752,11.0028633,Al Mattino,regional;pizza,,,,,,,,,restaurant:regional;pizza
FnD_id_3021801752,46.0384565,11.2373964,Bikers Road Bar,,,Via dei pescatori,,,4,,,,cafe
FnD_id_3046567181,46.2648612,11.8047844,Ristorante Bar Da Meto,,,,,,,http://www.dameto.it/index.html,+39 0439 769162,info@dameto.it,restaurant
FnD_id_3074972836,46.4050777,11.0929581,VerBar - Bar Dambel,,,,,,,,,,bar
FnD_id_3076571002,45.8917475,11.0431968,,,,Via Paganini,Rovereto,38068,17,,,,bar
FnD_id_3076630067,45.8918317,11.0421243,Pizzeria Marco,pizza,,Via Paganini,Rovereto,38068,51,,+39 0464 422053,,restaurant:pizza
FnD_id_3079108426,46.1516175,11.5161569,,regional,,,,,,,,,restaurant:regional
FnD_id_3089135848,46.0771673,11.1192013,Salotto 41,,Due Erre S.A.S.,Piazza General Antonio Cantore,Trento,38121,5,,,,bar
FnD_id_3090950106,46.0121323,11.1394703,Ciccia & birra,,,,,,,,,,restaurant
FnD_id_3096744952,46.3151402,11.1522616,Ristorante Rifugio Predaia «ai Todes ci»,regional,Todeschi S.r.l.,Località Predaia,Tres,38010,,http://www.rifugiopredaia.com,+39 0463 463138,rifugiopredaia@tiscali.it,restaurant:regional
FnD_id_3101758140,46.0352219,11.1264887,Al Casello,,,Via dei Marinai d'Italia,Trento,38123,6,https://www.alcasello.com/,+39 0461 1919055,info@alcasello.com,cafe
FnD_id_3101758142,46.0353128,11.1262638,Al Casello,,,Via dei Marinai d'Italia,Trento,38123,6,https://www.alcasello.com/,+39 0461 1919055,info@alcasello.com,restaurant
FnD_id_3103277271,46.0506544,11.1249388,Filippone,pizza,Filippone Antonio e marco & C. S.N.C.,Via Anna Frank,Trento,38123,7,,+39 0461924565,,restaurant:pizza
FnD_id_3103439229,46.0916248,11.1052803,La Diversa,,,,,,,,,,cafe
FnD_id_3104987116,45.887546,11.0449751,La Crypta,,,Via Portici,Rovereto,38068,16,,,,bar
FnD_id_3107513265,46.0624194,11.1263233,Creme,,,Via Piave,,38122,74,,+39 0461 916189,,cafe
FnD_id_3116375600,45.8888301,11.0359499,StreetBikers,italian,,Via Campagnole,Rovereto,38068,2f,,+39 0464 430511,mokajitocafe.rov@hotmail.it,cafe:italian
FnD_id_3117113642,45.850172,10.9809874,,,,,,,,,,,bar
FnD_id_3123638450,45.9008575,10.8581749,Festival Snack Bar,,,,,,,,,,bar
FnD_id_3123664691,45.878627,10.8578006,L'Ora,italian;pizza;ice_cream,,Viale Rovereto,Riva del Garda,38066,101,https://lorarivadelgarda.com/,+390464556100,,restaurant:italian;pizza;ice_cream
FnD_id_3123786458,46.0582925,11.1223602,Maly Bar,,,Via Vittorio Veneto,Trento,38122,98,,,,cafe
FnD_id_3124031136,46.0238113,10.864526,La Piazzetta,,,,,,,,,,bar
FnD_id_3124560704,46.0405263,11.111617,Blu Ice Café,,,,,,,,,,cafe
FnD_id_3124738891,46.040627,11.1115919,Acqua Blu,,,Via Herrsching,Ravina,38123,7,http://www.acquablusrl.it/,+39 0461 917260,acquablu.srl@alice.it,restaurant
FnD_id_3124738900,46.0407216,11.1116317,Lo Sfizio,pizza,,Via Herrsching,Ravina,38123,5,http://www.losfizioeventi.it,+39 0461 390944,sfizioeventi@gmail.com,fast_food:pizza
FnD_id_3125868985,46.3332772,10.8882376,Anna,regional,,,,,,,,,restaurant:regional
FnD_id_3127526120,46.3317876,10.8856668,Ristorante Pizzeria La Spleuza,italian,,Via Nazionale,Dimaro Folgarida,38020,1345,https://www.laspleuza.it,+39 0463 973205,info@laspleuza.it,restaurant:italian
FnD_id_3134826456,46.1380842,11.1187976,Leimer,,,Sponda Trentina,Trento,38121,3,,,,pub
FnD_id_3136338268,46.0761137,11.1098985,Area Zuffo 31,,,,,,,,,,cafe
FnD_id_3147990362,45.8687205,10.877307,Vecchia Torbole Lunch & Dinner,,,Via Segantini,,,,,,,restaurant
FnD_id_3147990364,45.8689986,10.8770286,Al Pescatore,,,Via Segantini,,,,,,,restaurant
FnD_id_3148725809,46.0330434,11.1249111,Bici Grill Trento,burger,Orso Iniziative S.r.l.,Via Lidorno,Trento,38123,2,,+39 0461 1740223,,fast_food:burger
FnD_id_3153832735,46.0619957,11.1272751,Red Dream Caffè,,Altamar Esmeralda,Via Malta,Trento,38122,13,,,,cafe
FnD_id_3163037234,46.4067321,11.1376928,Caffè Claudia,,,Via Guglielmo Marconi,,,8,,+39 0463 831125,,cafe
FnD_id_3164166969,46.0668231,11.1223639,Il Mercatino,,Deavi Alberto e Pallaoro Carla S.n.c.,,,,,,,,bar
FnD_id_3186767417,46.0344296,10.7504333,Locanda Ridevert,,,Via XXI Aprile,Zuclo,38079,,,,,restaurant
FnD_id_3192062923,46.0676219,11.493296,Birreria Sottosopra,,,,,,,,,,pub
FnD_id_3224940241,46.3129358,11.6028196,Bar Caffè Croce,,,Via Dellagiacoma,,,5,,,,bar
FnD_id_3229951011,46.1736476,11.8340922,Bivacco Bar,,,,,,,,,,bar
FnD_id_3230336766,45.8899214,11.043507,Bar Andreatta,,,Via Roma,Rovereto,38068,9,,,,cafe
FnD_id_3234670151,46.0686042,11.6253635,,,,,,,,,,,cafe
FnD_id_3234670872,46.0693022,11.6230108,,,,,,,,,,,restaurant
FnD_id_3244177632,46.2886055,11.461516,La Pieve,pizza,,,,,,,+39 0462 232060,,restaurant:pizza
FnD_id_3244704033,45.8857968,10.8417108,Caffe Maroni,,,Via Santa Maria,Riva del Garda,38066,2,,,,cafe
FnD_id_3245914891,46.2902152,11.4781974,Des Alpes,,,Via Marco,,,135,,+39 0462 231117,,restaurant
FnD_id_3245940264,46.2880552,11.4636167,Bar Stazione,,,Piazza Stazione,,,,,,,cafe
FnD_id_3250914386,46.049569,11.1314005,Flambard Pub,,,Viale degli Olmi,Trento,,4,,,,pub
FnD_id_3250930970,45.8901283,11.0431204,Hypnotic,,,Via Giuseppe Mazzini,Rovereto,38068,12,,,,bar
FnD_id_3264950985,45.8890358,11.0405719,Via Dante 20,,,Via Dante Alighieri,Rovereto,38068,20,,,,bar
FnD_id_3267843891,46.066952,11.6519065,,,,,,,,,,,cafe
FnD_id_3278103075,45.9379288,11.2533251,Bazzario Lakeside Hospitality,coffee_shop;burger;sandwich,Tre A S.N.C.,Via Lago,Lavarone,,7,https://www.lavaronehospitality.it/,+39 340 703 7093,,cafe:coffee_shop;burger;sandwich
FnD_id_3278123501,45.948263,11.2626485,,,,,,,,,,,bar
FnD_id_3281714588,45.8882311,11.0403099,Anteprima Cafè,,,Via Dante Alighieri,Rovereto,38068,27,,,,bar
FnD_id_3283742250,46.1549834,11.804954,Bar Ceccato,,,,,,,,,,bar
FnD_id_3283832442,46.2624348,11.8025737,Bar Margherita,,,,,,,,,,bar
FnD_id_3283832443,46.2625292,11.8030168,Barisel,,,,,,,,,,pub
FnD_id_3283832444,46.2617413,11.8011754,Caffè Centrale,,,,,,,,,,bar
FnD_id_3284937023,46.4403484,11.6925633,Ristorante Pizzeria Picola Majon,regional;pizza,,,,,,,+39 0462 764925,,restaurant:regional;pizza
FnD_id_3299347512,45.8690348,10.9385368,Bar S.Felice,,,,Valle San Felice,38065,24,,,,bar
FnD_id_3302466499,46.4760902,11.7714905,Te Cevena,italian,,Via di Pareda,Canazei,,1,http://tecevena.it/,+39 366 3943660,,restaurant:italian
FnD_id_3302466500,46.4768734,11.7716989,Scoiattolo,,,Strèda Dolomites,Canazei,38032,96,,+39 0462 601799,,restaurant
FnD_id_3302466501,46.4771416,11.7648283,Stua dei Ladins,,,,,,,,,,restaurant
FnD_id_3318400861,46.0533723,11.1319896,Pizza Planet,pizza,,Via Padre Eusebio Chini,Trento,38123,33,,+39 0461 390836,,restaurant:pizza
FnD_id_3326954520,45.7591386,11.0019255,Karma Caffe,,,,,,,,,,bar
FnD_id_3334278987,45.8895701,11.0413667,,,,Via Giosuè Carducci,Rovereto,38068,60,,,,bar
FnD_id_3356952305,46.3879595,11.7872559,Baita Paradiso,,,,,,,,,,restaurant
FnD_id_3362228924,46.3579258,11.1057761,,,,,,,,,,,cafe
FnD_id_3382157053,46.0511247,11.4096581,,,,,,,,,,,cafe
FnD_id_3385214815,45.8687661,10.8766934,Aqua,,,,,,,https://www.aquaristorante.com/,+39 0464 505 142,info@aquaristorante.com,restaurant
FnD_id_3389055949,46.4760173,11.7716502,Bar Esso,,,Strèda de Pareda,,38032,11,,,,cafe
FnD_id_3389055950,46.4768935,11.7700745,La Petite,,,Piazza Marconi,,,23,,,,cafe
FnD_id_3396099194,45.9196912,10.8880421,Bar Bistrò Maloja,regional;coffee_shop;italian;sandwich,Nichelatti Roberto,Via Giovanni Segantini,Arco,38062,55,,+39 348 548 4339,,restaurant:regional;coffee_shop;italian;sandwich
