id;name;latitude;longitude;geometry;memorial_type;inscription;type
12062827540;Unnamed;46.4342981;11.8505584;POINT (11.8505584 46.4342981);plaque;1915-1918|Im gedenken an unsere Tiroler Standschützen|In ricordo del nostri Standschützen Tirolesi|En record de nosc Scizeri di Tirol|In memory of our Tyrolean Standschützen;memorialplaque
12073678538;Unnamed;45.9342199;11.2270754;POINT (11.2270754 45.9342199);stele;;memorialstele
12112123446;Unnamed;45.8195663;10.9668138;POINT (10.9668138 45.8195663);;;
12124704447;Unnamed;46.4302058;11.8161744;POINT (11.8161744 46.4302058);war_memorial;battaglioni alpini mobilitati e costituiti durante la guerra 1915-1918;memorialwar_memorial
12149287051;Vinicio Della Vecchia, Don Bartolomeo Del Bianco;46.4514488;11.6361882;POINT (11.6361882 46.4514488);plaque;;memorialplaque
12151195723;Madonnina del Piva;46.2401453;11.5293372;POINT (11.5293372 46.2401453);statue;Madonnina del Piva;memorialstatue
12183880871;Unnamed;45.8079607;10.9707918;POINT (10.9707918 45.8079607);;;
12184181387;Piccola croce con targa dedicata ad un ragazzo;45.71949;11.12365;POINT (11.12365 45.71949);cross;;memorialcross
12200968419;Unnamed;45.8127242;10.999036;POINT (10.999036 45.8127242);plaque;"MCMXVI
R.ESERCITO ITALIANO
I^ARMATA";memorialplaque
12208681053;Unnamed;45.8185939;10.9573813;POINT (10.9573813 45.8185939);plaque;;memorialplaque
12262911906;Unnamed;46.0974652;11.0454408;POINT (11.0454408 46.0974652);war_memorial;;memorialwar_memorial
12294506973;Unnamed;46.061831;10.9903628;POINT (10.9903628 46.061831);obelisk;;memorialobelisk
12307440121;San Giovanni Nepomuceno;46.1463144;10.7695816;POINT (10.7695816 46.1463144);statue;;memorialstatue
12348952481;Chimera Evoluzione;46.06787;11.1501198;POINT (11.1501198 46.06787);vehicle;First Race Car of E-Agle Trento Racing Team, Chimera Evoluzione;memorialvehicle
12367724257;Unnamed;46.06782;11.1275792;POINT (11.1275792 46.06782);;;
12385238036;Unnamed;46.0388276;11.1865181;POINT (11.1865181 46.0388276);plaque;;memorialplaque
12425691213;Lupi di Toscana;45.9325725;10.5740699;POINT (10.5740699 45.9325725);;;
12471058962;Fedele Dauriz;46.1652816;11.0593307;POINT (11.0593307 46.1652816);sculpture;In ricordo di Fedele Dauriz che tanto ha amato queste montagne 30-11-1958 / 07-12-2021;memorialsculpture
12500322833;Unnamed;46.0535643;11.4546237;POINT (11.4546237 46.0535643);plaque;;memorialplaque
12500352424;Unnamed;46.0536309;11.4585362;POINT (11.4585362 46.0536309);plaque;;memorialplaque
12512200415;Unnamed;46.0534287;11.4563727;POINT (11.4563727 46.0534287);plaque;;memorialplaque
