,Municipality,ref: ISTAT,year,Waste type,Quantity,category
8468,,4022145,2014,Plastic (t),"227,220",5.0
8469,,4022146,2014,Plastic (t),"3,696",5.0
8470,22147.0,4022147,2014,Plastic (t),"272,285",5.0
8471,,4022148,2014,Plastic (t),"3,876",5.0
8472,,4022149,2014,Plastic (t),"2,305",5.0
8473,22150.0,4022150,2014,Plastic (t),"13,609",5.0
8474,,4022151,2014,Plastic (t),"106,692",5.0
8475,,4022152,2014,Plastic (t),"34,530",5.0
8476,22153.0,4022153,2014,Plastic (t),"816,684",5.0
8477,,4022154,2014,Plastic (t),"16,962",5.0
8478,22155.0,4022155,2014,Plastic (t),"44,637",5.0
8479,22156.0,4022156,2014,Plastic (t),"36,094",5.0
8480,22157.0,4022157,2014,Plastic (t),"4,827",5.0
8481,,4022158,2014,Plastic (t),"23,292",5.0
8482,22135.0,4022135,2014,Plastic (t),"23,748",5.0
8483,22159.0,4022159,2014,Plastic (t),"22,744",5.0
8484,,4022160,2014,Plastic (t),"65,720",5.0
8485,22161.0,4022161,2014,Plastic (t),"742,825",5.0
8486,,4022162,2014,Plastic (t),"17,154",5.0
8487,22163.0,4022163,2014,Plastic (t),"26,050",5.0
8488,22164.0,4022164,2014,Plastic (t),"10,062",5.0
8489,22165.0,4022165,2014,Plastic (t),"15,124",5.0
8490,,4022166,2014,Plastic (t),"18,348",5.0
8491,,4022167,2014,Plastic (t),"129,112",5.0
8492,,4022168,2014,Plastic (t),"19,842",5.0
8493,22169.0,4022169,2014,Plastic (t),"26,627",5.0
8494,22170.0,4022170,2014,Plastic (t),"26,958",5.0
8495,22171.0,4022171,2014,Plastic (t),"58,887",5.0
8496,22172.0,4022172,2014,Plastic (t),"38,676",5.0
8497,22173.0,4022173,2014,Plastic (t),"13,190",5.0
8498,,4022174,2014,Plastic (t),"126,722",5.0
8499,,4022175,2014,Plastic (t),"17,843",5.0
8500,,4022176,2014,Plastic (t),"71,235",5.0
8501,22177.0,4022177,2014,Plastic (t),"31,252",5.0
8502,,4022178,2014,Plastic (t),"20,876",5.0
8503,22179.0,4022179,2014,Plastic (t),"54,470",5.0
8504,22180.0,4022180,2014,Plastic (t),"45,290",5.0
8505,22181.0,4022181,2014,Plastic (t),"19,771",5.0
8506,22182.0,4022182,2014,Plastic (t),"46,905",5.0
8507,22183.0,4022183,2014,Plastic (t),"82,268",5.0
8508,22184.0,4022184,2014,Plastic (t),"8,765",5.0
8509,,4022185,2014,Plastic (t),"42,569",5.0
8510,,4022186,2014,Plastic (t),"85,059",5.0
8511,,4022187,2014,Plastic (t),"52,456",5.0
8512,22188.0,4022188,2014,Plastic (t),"18,875",5.0
8513,22189.0,4022189,2014,Plastic (t),"5,407",5.0
8514,22190.0,4022190,2014,Plastic (t),"18,552",5.0
8515,22191.0,4022191,2014,Plastic (t),"90,087",5.0
8516,,4022192,2014,Plastic (t),"59,424",5.0
8517,22193.0,4022193,2014,Plastic (t),"12,413",5.0
8518,,4022194,2014,Plastic (t),"9,142",5.0
8519,22195.0,4022195,2014,Plastic (t),"11,450",5.0
8520,22196.0,4022196,2014,Plastic (t),"165,385",5.0
8521,22199.0,4022199,2014,Plastic (t),"168,906",5.0
8522,22200.0,4022200,2014,Plastic (t),"37,284",5.0
8523,,4022201,2014,Plastic (t),"96,682",5.0
8524,22202.0,4022202,2014,Plastic (t),"7,638",5.0
8525,22203.0,4022203,2014,Plastic (t),"31,468",5.0
8526,,4022204,2014,Plastic (t),"126,415",5.0
8527,22205.0,4022205,2014,Plastic (t),"2.519,245",5.0
8528,,4022206,2014,Plastic (t),"22,937",5.0
8529,,4022207,2014,Plastic (t),"67,629",5.0
8530,,4022208,2014,Plastic (t),"4,965",5.0
8531,22209.0,4022209,2014,Plastic (t),"25,464",5.0
8532,22210.0,4022210,2014,Plastic (t),"25,871",5.0
8533,,4022211,2014,Plastic (t),"53,658",5.0
8534,,4022212,2014,Plastic (t),"22,728",5.0
8535,22213.0,4022213,2014,Plastic (t),"43,978",5.0
8536,,4022214,2014,Plastic (t),"22,029",5.0
8537,,4022215,2014,Plastic (t),"69,107",5.0
8538,,4022216,2014,Plastic (t),"3,837",5.0
8539,,4022217,2014,Plastic (t),"95,877",5.0
8540,,4022220,2014,Plastic (t),"9,746",5.0
8541,,4022219,2014,Plastic (t),"42,484",5.0
8542,,4022221,2014,Plastic (t),"33,775",5.0
8543,22222.0,4022222,2014,Plastic (t),"81,045",5.0
8544,,4022223,2014,Plastic (t),"10,925",5.0
8545,22224.0,4022224,2014,Plastic (t),"69,544",5.0
8546,,4022225,2014,Plastic (t),"55,875",5.0
8547,22226.0,4022226,2014,Plastic (t),"104,696",5.0
8548,,4022227,2014,Plastic (t),"11,402",5.0
8549,22001.0,4022001,2015,Plastic (t),"325,844",5.0
8550,22002.0,4022002,2015,Plastic (t),"41,279",5.0
8551,22003.0,4022003,2015,Plastic (t),"112,600",5.0
8552,,4022004,2015,Plastic (t),"8,260",5.0
8553,22005.0,4022005,2015,Plastic (t),"126,709",5.0
8554,22006.0,4022006,2015,Plastic (t),"1.207,454",5.0
8555,22007.0,4022007,2015,Plastic (t),"152,383",5.0
8556,,4022009,2015,Plastic (t),"184,527",5.0
8557,22011.0,4022011,2015,Plastic (t),"50,785",5.0
8558,22013.0,4022013,2015,Plastic (t),"79,174",5.0
8559,22015.0,4022015,2015,Plastic (t),"30,884",5.0
8560,22017.0,4022017,2015,Plastic (t),"73,154",5.0
8561,22018.0,4022018,2015,Plastic (t),"21,369",5.0
8562,,4022019,2015,Plastic (t),"14,532",5.0
8563,,4022020,2015,Plastic (t),"30,374",5.0
8564,22021.0,4022021,2015,Plastic (t),"29,188",5.0
8565,22022.0,4022022,2015,Plastic (t),"420,630",5.0
8566,,4022023,2015,Plastic (t),"25,655",5.0
8567,,4022024,2015,Plastic (t),"29,107",5.0
8568,22025.0,4022025,2015,Plastic (t),"154,377",5.0
8569,22026.0,4022026,2015,Plastic (t),"7,256",5.0
8570,,4022027,2015,Plastic (t),"22,408",5.0
8571,,4022028,2015,Plastic (t),"5,198",5.0
8572,22029.0,4022029,2015,Plastic (t),"45,031",5.0
8573,,4022030,2015,Plastic (t),"9,822",5.0
8574,,4022031,2015,Plastic (t),"51,419",5.0
8575,22032.0,4022032,2015,Plastic (t),"67,116",5.0
8576,22033.0,4022033,2015,Plastic (t),"17,857",5.0
8577,22034.0,4022034,2015,Plastic (t),"130,711",5.0
8578,22035.0,4022035,2015,Plastic (t),"51,964",5.0
8579,22036.0,4022036,2015,Plastic (t),"104,709",5.0
8580,22037.0,4022037,2015,Plastic (t),"42,220",5.0
8581,22038.0,4022038,2015,Plastic (t),"120,707",5.0
8582,22039.0,4022039,2015,Plastic (t),"288,864",5.0
8583,22040.0,4022040,2015,Plastic (t),"45,263",5.0
8584,,4022041,2015,Plastic (t),"141,330",5.0
8585,22042.0,4022042,2015,Plastic (t),"85,271",5.0
8586,22043.0,4022043,2015,Plastic (t),"10,127",5.0
8587,22045.0,4022045,2015,Plastic (t),"10,112",5.0
8588,,4022046,2015,Plastic (t),"19,478",5.0
8589,22048.0,4022048,2015,Plastic (t),"100,665",5.0
8590,22047.0,4022047,2015,Plastic (t),"190,398",5.0
8591,22049.0,4022049,2015,Plastic (t),"72,854",5.0
8592,22050.0,4022050,2015,Plastic (t),"399,957",5.0
8593,22051.0,4022051,2015,Plastic (t),"38,285",5.0
8594,22052.0,4022052,2015,Plastic (t),"24,878",5.0
8595,22053.0,4022053,2015,Plastic (t),"114,153",5.0
8596,22054.0,4022054,2015,Plastic (t),"3,913",5.0
8597,,4022055,2015,Plastic (t),"62,775",5.0
8598,,4022056,2015,Plastic (t),"20,292",5.0
8599,,4022057,2015,Plastic (t),"17,398",5.0
8600,22058.0,4022058,2015,Plastic (t),"28,334",5.0
8601,22059.0,4022059,2015,Plastic (t),"23,968",5.0
8602,22060.0,4022060,2015,Plastic (t),"8,929",5.0
8603,22061.0,4022061,2015,Plastic (t),"127,512",5.0
8604,22062.0,4022062,2015,Plastic (t),"196,757",5.0
8605,,4022063,2015,Plastic (t),"20,342",5.0
8606,22228.0,4022228,2015,Plastic (t),"155,641",5.0
8607,22064.0,4022064,2015,Plastic (t),"32,385",5.0
8608,,4022066,2015,Plastic (t),"61,937",5.0
8609,22068.0,4022068,2015,Plastic (t),"18,242",5.0
8610,,4022069,2015,Plastic (t),"18,444",5.0
8611,,4022070,2015,Plastic (t),"56,612",5.0
8612,22071.0,4022071,2015,Plastic (t),"12,417",5.0
8613,,4022073,2015,Plastic (t),"12,896",5.0
8614,22074.0,4022074,2015,Plastic (t),"36,528",5.0
8615,,4022075,2015,Plastic (t),"77,799",5.0
8616,,4022076,2015,Plastic (t),"9,906",5.0
8617,22078.0,4022078,2015,Plastic (t),"36,697",5.0
8618,22079.0,4022079,2015,Plastic (t),"317,231",5.0
8619,,4022080,2015,Plastic (t),"26,435",5.0
8620,22081.0,4022081,2015,Plastic (t),"45,779",5.0
8621,,4022082,2015,Plastic (t),"24,331",5.0
8622,,4022083,2015,Plastic (t),"48,798",5.0
8623,,4022084,2015,Plastic (t),"47,403",5.0
8624,,4022085,2015,Plastic (t),"14,794",5.0
8625,,4022086,2015,Plastic (t),"15,934",5.0
8626,22087.0,4022087,2015,Plastic (t),"135,071",5.0
8627,,4022088,2015,Plastic (t),"49,001",5.0
8628,22089.0,4022089,2015,Plastic (t),"42,456",5.0
8629,,4022090,2015,Plastic (t),"11,802",5.0
8630,22091.0,4022091,2015,Plastic (t),"13,892",5.0
8631,22092.0,4022092,2015,Plastic (t),"81,238",5.0
8632,22093.0,4022093,2015,Plastic (t),"48,469",5.0
8633,,4022094,2015,Plastic (t),"4,478",5.0
8634,22095.0,4022095,2015,Plastic (t),"172,479",5.0
8635,,4022096,2015,Plastic (t),"13,281",5.0
8636,22097.0,4022097,2015,Plastic (t),"87,781",5.0
8637,22098.0,4022098,2015,Plastic (t),"182,116",5.0
8638,,4022099,2015,Plastic (t),"16,230",5.0
8639,,4022100,2015,Plastic (t),"10,520",5.0
8640,,4022101,2015,Plastic (t),"64,674",5.0
8641,22102.0,4022102,2015,Plastic (t),"66,805",5.0
8642,22103.0,4022103,2015,Plastic (t),"435,694",5.0
8643,22229.0,4022229,2015,Plastic (t),"481,963",5.0
8644,22104.0,4022104,2015,Plastic (t),"299,768",5.0
8645,,4022105,2015,Plastic (t),"31,285",5.0
8646,22106.0,4022106,2015,Plastic (t),"24,416",5.0
8647,22108.0,4022108,2015,Plastic (t),"36,258",5.0
8648,,4022109,2015,Plastic (t),"13,527",5.0
8649,,4022110,2015,Plastic (t),"50,173",5.0
8650,,4022111,2015,Plastic (t),"19,031",5.0
8651,22112.0,4022112,2015,Plastic (t),"5,690",5.0
8652,22113.0,4022113,2015,Plastic (t),"54,171",5.0
8653,22114.0,4022114,2015,Plastic (t),"47,055",5.0
8654,22115.0,4022115,2015,Plastic (t),"124,398",5.0
8655,22116.0,4022116,2015,Plastic (t),"146,412",5.0
8656,22117.0,4022117,2015,Plastic (t),"340,327",5.0
8657,22118.0,4022118,2015,Plastic (t),"279,054",5.0
8658,22120.0,4022120,2015,Plastic (t),"100,049",5.0
8659,,4022121,2015,Plastic (t),"21,000",5.0
8660,,4022122,2015,Plastic (t),"10,398",5.0
8661,22123.0,4022123,2015,Plastic (t),"337,603",5.0
8662,22124.0,4022124,2015,Plastic (t),"306,800",5.0
8663,,4022125,2015,Plastic (t),"16,687",5.0
8664,,4022126,2015,Plastic (t),"44,733",5.0
8665,22127.0,4022127,2015,Plastic (t),"63,433",5.0
8666,22128.0,4022128,2015,Plastic (t),"48,545",5.0
8667,22129.0,4022129,2015,Plastic (t),"18,509",5.0
8668,22130.0,4022130,2015,Plastic (t),"56,538",5.0
8669,22131.0,4022131,2015,Plastic (t),"27,781",5.0
8670,,4022132,2015,Plastic (t),"38,566",5.0
8671,,4022133,2015,Plastic (t),"5,812",5.0
8672,,4022134,2015,Plastic (t),"72,501",5.0
8673,22136.0,4022136,2015,Plastic (t),"56,059",5.0
8674,22137.0,4022137,2015,Plastic (t),"23,728",5.0
8675,22138.0,4022138,2015,Plastic (t),"17,398",5.0
8676,22139.0,4022139,2015,Plastic (t),"751,814",5.0
8677,,4022140,2015,Plastic (t),"53,421",5.0
8678,22142.0,4022142,2015,Plastic (t),"60,026",5.0
8679,22143.0,4022143,2015,Plastic (t),"330,113",5.0
8680,22144.0,4022144,2015,Plastic (t),"80,435",5.0
8681,,4022145,2015,Plastic (t),"339,143",5.0
8682,22230.0,4022230,2015,Plastic (t),"208,728",5.0
8683,22147.0,4022147,2015,Plastic (t),"421,453",5.0
8684,,4022148,2015,Plastic (t),"17,152",5.0
8685,,4022149,2015,Plastic (t),"7,859",5.0
8686,22150.0,4022150,2015,Plastic (t),"37,340",5.0
8687,,4022151,2015,Plastic (t),"63,083",5.0
8688,,4022152,2015,Plastic (t),"35,020",5.0
8689,22153.0,4022153,2015,Plastic (t),"1.328,660",5.0
8690,,4022154,2015,Plastic (t),"17,663",5.0
8691,22155.0,4022155,2015,Plastic (t),"45,596",5.0
8692,22156.0,4022156,2015,Plastic (t),"64,990",5.0
8693,22157.0,4022157,2015,Plastic (t),"9,808",5.0
8694,,4022158,2015,Plastic (t),"69,469",5.0
8695,22135.0,4022135,2015,Plastic (t),"39,963",5.0
8696,22159.0,4022159,2015,Plastic (t),"22,854",5.0
8697,,4022160,2015,Plastic (t),"67,748",5.0
8698,22161.0,4022161,2015,Plastic (t),"1.105,254",5.0
8699,,4022162,2015,Plastic (t),"17,524",5.0
8700,22163.0,4022163,2015,Plastic (t),"26,482",5.0
8701,22164.0,4022164,2015,Plastic (t),"16,818",5.0
8702,22165.0,4022165,2015,Plastic (t),"22,488",5.0
8703,22231.0,4022231,2015,Plastic (t),"80,644",5.0
8704,,4022167,2015,Plastic (t),"138,822",5.0
8705,,4022168,2015,Plastic (t),"32,951",5.0
8706,22169.0,4022169,2015,Plastic (t),"26,872",5.0
8707,22170.0,4022170,2015,Plastic (t),"26,928",5.0
8708,22171.0,4022171,2015,Plastic (t),"91,858",5.0
8709,22172.0,4022172,2015,Plastic (t),"44,557",5.0
8710,22173.0,4022173,2015,Plastic (t),"13,283",5.0
8711,,4022174,2015,Plastic (t),"197,206",5.0
8712,,4022176,2015,Plastic (t),"120,847",5.0
8713,22177.0,4022177,2015,Plastic (t),"36,437",5.0
8714,,4022178,2015,Plastic (t),"30,625",5.0
8715,22179.0,4022179,2015,Plastic (t),"74,709",5.0
8716,22180.0,4022180,2015,Plastic (t),"52,895",5.0
8717,22181.0,4022181,2015,Plastic (t),"19,785",5.0
8718,22182.0,4022182,2015,Plastic (t),"61,937",5.0
8719,22183.0,4022183,2015,Plastic (t),"193,097",5.0
8720,22184.0,4022184,2015,Plastic (t),"35,369",5.0
8721,,4022185,2015,Plastic (t),"67,333",5.0
8722,,4022187,2015,Plastic (t),"52,544",5.0
8723,22188.0,4022188,2015,Plastic (t),"43,564",5.0
8724,22189.0,4022189,2015,Plastic (t),"14,017",5.0
8725,22190.0,4022190,2015,Plastic (t),"31,189",5.0
8726,22191.0,4022191,2015,Plastic (t),"141,448",5.0
8727,,4022192,2015,Plastic (t),"76,273",5.0
8728,22193.0,4022193,2015,Plastic (t),"15,904",5.0
8729,,4022194,2015,Plastic (t),"9,263",5.0
8730,22195.0,4022195,2015,Plastic (t),"13,968",5.0
8731,22196.0,4022196,2015,Plastic (t),"266,704",5.0
8732,22199.0,4022199,2015,Plastic (t),"151,261",5.0
8733,22200.0,4022200,2015,Plastic (t),"37,615",5.0
8734,,4022201,2015,Plastic (t),"151,718",5.0
8735,22202.0,4022202,2015,Plastic (t),"10,298",5.0
8736,22203.0,4022203,2015,Plastic (t),"51,016",5.0
8737,,4022204,2015,Plastic (t),"192,592",5.0
8738,22205.0,4022205,2015,Plastic (t),"3.850,512",5.0
8739,,4022207,2015,Plastic (t),"68,674",5.0
8740,,4022208,2015,Plastic (t),"6,037",5.0
8741,22232.0,4022232,2015,Plastic (t),"53,627",5.0
8742,22209.0,4022209,2015,Plastic (t),"37,452",5.0
8743,22210.0,4022210,2015,Plastic (t),"42,027",5.0
8744,,4022211,2015,Plastic (t),"81,580",5.0
8745,,4022212,2015,Plastic (t),"37,699",5.0
8746,22213.0,4022213,2015,Plastic (t),"66,321",5.0
8747,,4022215,2015,Plastic (t),"80,866",5.0
8748,,4022216,2015,Plastic (t),"6,260",5.0
8749,,4022217,2015,Plastic (t),"134,367",5.0
8750,,4022220,2015,Plastic (t),"24,153",5.0
8751,,4022219,2015,Plastic (t),"69,275",5.0
8752,,4022221,2015,Plastic (t),"48,271",5.0
8753,22222.0,4022222,2015,Plastic (t),"128,082",5.0
8754,,4022223,2015,Plastic (t),"43,679",5.0
8755,22224.0,4022224,2015,Plastic (t),"109,348",5.0
8756,,4022225,2015,Plastic (t),"64,540",5.0
8757,22226.0,4022226,2015,Plastic (t),"162,827",5.0
8758,,4022227,2015,Plastic (t),"15,638",5.0
8759,22001.0,4022001,2016,Plastic (t),"352,782",5.0
8760,22002.0,4022002,2016,Plastic (t),"60,086",5.0
8761,22003.0,4022003,2016,Plastic (t),"123,924",5.0
8762,22235.0,4022235,2016,Plastic (t),"72,113",5.0
8763,,4022236,2016,Plastic (t),"156,321",5.0
8764,22237.0,4022237,2016,Plastic (t),"18,542",5.0
8765,22005.0,4022005,2016,Plastic (t),"160,898",5.0
8766,22006.0,4022006,2016,Plastic (t),"1.258,972",5.0
8767,22007.0,4022007,2016,Plastic (t),"167,703",5.0
8768,,4022009,2016,Plastic (t),"189,948",5.0
8769,22011.0,4022011,2016,Plastic (t),"52,380",5.0
8770,22013.0,4022013,2016,Plastic (t),"91,848",5.0
8771,22015.0,4022015,2016,Plastic (t),"23,654",5.0
8772,22017.0,4022017,2016,Plastic (t),"72,657",5.0
8773,22018.0,4022018,2016,Plastic (t),"20,793",5.0
8774,22021.0,4022021,2016,Plastic (t),"29,520",5.0
8775,22238.0,4022238,2016,Plastic (t),"82,524",5.0
8776,22239.0,4022239,2016,Plastic (t),"30,580",5.0
8777,22022.0,4022022,2016,Plastic (t),"361,848",5.0
8778,22025.0,4022025,2016,Plastic (t),"167,409",5.0
8779,22026.0,4022026,2016,Plastic (t),"7,540",5.0
8780,,4022027,2016,Plastic (t),"23,694",5.0
8781,22029.0,4022029,2016,Plastic (t),"43,750",5.0
8782,,4022030,2016,Plastic (t),"10,159",5.0
8783,22032.0,4022032,2016,Plastic (t),"68,203",5.0
8784,22033.0,4022033,2016,Plastic (t),"16,487",5.0
8785,22034.0,4022034,2016,Plastic (t),"136,597",5.0
8786,22035.0,4022035,2016,Plastic (t),"55,269",5.0
8787,22036.0,4022036,2016,Plastic (t),"112,436",5.0
8788,22037.0,4022037,2016,Plastic (t),"44,449",5.0
8789,22038.0,4022038,2016,Plastic (t),"119,479",5.0
8790,22039.0,4022039,2016,Plastic (t),"296,788",5.0
8791,22040.0,4022040,2016,Plastic (t),"45,514",5.0
8792,,4022041,2016,Plastic (t),"142,941",5.0
8793,22042.0,4022042,2016,Plastic (t),"85,093",5.0
8794,22043.0,4022043,2016,Plastic (t),"26,379",5.0
8795,22045.0,4022045,2016,Plastic (t),"9,949",5.0
8796,22240.0,4022240,2016,Plastic (t),"172,517",5.0
8797,,4022046,2016,Plastic (t),"19,997",5.0
8798,22048.0,4022048,2016,Plastic (t),"77,389",5.0
8799,22047.0,4022047,2016,Plastic (t),"191,283",5.0
8800,22049.0,4022049,2016,Plastic (t),"54,404",5.0
8801,22050.0,4022050,2016,Plastic (t),"406,872",5.0
8802,22051.0,4022051,2016,Plastic (t),"40,635",5.0
8803,22052.0,4022052,2016,Plastic (t),"26,945",5.0
8804,22053.0,4022053,2016,Plastic (t),"122,375",5.0
8805,22054.0,4022054,2016,Plastic (t),"3,551",5.0
8806,22241.0,4022241,2016,Plastic (t),"99,670",5.0
8807,22058.0,4022058,2016,Plastic (t),"29,269",5.0
8808,22059.0,4022059,2016,Plastic (t),"20,878",5.0
8809,22060.0,4022060,2016,Plastic (t),"9,083",5.0
8810,22061.0,4022061,2016,Plastic (t),"127,938",5.0
8811,22062.0,4022062,2016,Plastic (t),"204,576",5.0
8812,,4022063,2016,Plastic (t),"21,016",5.0
8813,22228.0,4022228,2016,Plastic (t),"155,835",5.0
8814,22064.0,4022064,2016,Plastic (t),"35,742",5.0
8815,,4022242,2016,Plastic (t),"43,925",5.0
8816,22068.0,4022068,2016,Plastic (t),"17,947",5.0
8817,,4022070,2016,Plastic (t),"58,105",5.0
8818,22071.0,4022071,2016,Plastic (t),"12,895",5.0
8819,22074.0,4022074,2016,Plastic (t),"37,812",5.0
8820,22233.0,4022233,2016,Plastic (t),"101,536",5.0
8821,22078.0,4022078,2016,Plastic (t),"42,702",5.0
8822,22079.0,4022079,2016,Plastic (t),"300,675",5.0
8823,,4022080,2016,Plastic (t),"27,558",5.0
8824,22081.0,4022081,2016,Plastic (t),"62,166",5.0
8825,,4022083,2016,Plastic (t),"48,276",5.0
8826,,4022085,2016,Plastic (t),"15,097",5.0
8827,22087.0,4022087,2016,Plastic (t),"141,444",5.0
8828,,4022088,2016,Plastic (t),"50,126",5.0
8829,22089.0,4022089,2016,Plastic (t),"43,322",5.0
8830,,4022090,2016,Plastic (t),"12,874",5.0
8831,22091.0,4022091,2016,Plastic (t),"17,611",5.0
8832,22092.0,4022092,2016,Plastic (t),"104,562",5.0
8833,22093.0,4022093,2016,Plastic (t),"47,785",5.0
8834,22095.0,4022095,2016,Plastic (t),"114,001",5.0
8835,22097.0,4022097,2016,Plastic (t),"88,514",5.0
8836,22098.0,4022098,2016,Plastic (t),"191,729",5.0
8837,22102.0,4022102,2016,Plastic (t),"65,356",5.0
8838,22103.0,4022103,2016,Plastic (t),"366,964",5.0
8839,22229.0,4022229,2016,Plastic (t),"396,718",5.0
8840,22104.0,4022104,2016,Plastic (t),"312,553",5.0
8841,22106.0,4022106,2016,Plastic (t),"24,772",5.0
8842,22108.0,4022108,2016,Plastic (t),"36,280",5.0
8843,,4022109,2016,Plastic (t),"12,910",5.0
8844,22243.0,4022243,2016,Plastic (t),"119,359",5.0
8845,,4022110,2016,Plastic (t),"51,103",5.0
8846,,4022111,2016,Plastic (t),"18,921",5.0
8847,22112.0,4022112,2016,Plastic (t),"5,668",5.0
8848,22113.0,4022113,2016,Plastic (t),"41,852",5.0
8849,22114.0,4022114,2016,Plastic (t),"49,119",5.0
8850,22115.0,4022115,2016,Plastic (t),"124,640",5.0
8851,22116.0,4022116,2016,Plastic (t),"226,407",5.0
8852,22117.0,4022117,2016,Plastic (t),"289,959",5.0
8853,22118.0,4022118,2016,Plastic (t),"296,393",5.0
8854,22120.0,4022120,2016,Plastic (t),"101,912",5.0
8855,22123.0,4022123,2016,Plastic (t),"361,590",5.0
8856,22124.0,4022124,2016,Plastic (t),"482,366",5.0
8857,,4022126,2016,Plastic (t),"56,785",5.0
8858,22127.0,4022127,2016,Plastic (t),"69,838",5.0
8859,22128.0,4022128,2016,Plastic (t),"52,842",5.0
8860,22129.0,4022129,2016,Plastic (t),"56,562",5.0
8861,22130.0,4022130,2016,Plastic (t),"41,960",5.0
8862,22131.0,4022131,2016,Plastic (t),"28,757",5.0
8863,,4022133,2016,Plastic (t),"5,803",5.0
8864,,4022134,2016,Plastic (t),"73,591",5.0
8865,22136.0,4022136,2016,Plastic (t),"53,908",5.0
8866,22137.0,4022137,2016,Plastic (t),"25,533",5.0
8867,22138.0,4022138,2016,Plastic (t),"17,696",5.0
8868,22139.0,4022139,2016,Plastic (t),"787,308",5.0
8869,,4022234,2016,Plastic (t),"60,507",5.0
8870,22142.0,4022142,2016,Plastic (t),"43,194",5.0
8871,22143.0,4022143,2016,Plastic (t),"330,954",5.0
8872,22144.0,4022144,2016,Plastic (t),"89,057",5.0
8873,,4022244,2016,Plastic (t),"77,305",5.0
8874,,4022145,2016,Plastic (t),"351,870",5.0
8875,22230.0,4022230,2016,Plastic (t),"217,936",5.0
8876,22147.0,4022147,2016,Plastic (t),"428,889",5.0
8877,,4022245,2016,Plastic (t),"589,335",5.0
8878,22150.0,4022150,2016,Plastic (t),"34,690",5.0
8879,,4022152,2016,Plastic (t),"37,114",5.0
8880,22153.0,4022153,2016,Plastic (t),"1.379,392",5.0
8881,,4022154,2016,Plastic (t),"18,367",5.0
8882,22155.0,4022155,2016,Plastic (t),"47,883",5.0
8883,22156.0,4022156,2016,Plastic (t),"162,593",5.0
8884,22157.0,4022157,2016,Plastic (t),"22,831",5.0
8885,22135.0,4022135,2016,Plastic (t),"41,326",5.0
8886,22159.0,4022159,2016,Plastic (t),"23,637",5.0
8887,,4022160,2016,Plastic (t),"66,161",5.0
8888,22161.0,4022161,2016,Plastic (t),"1.139,745",5.0
8889,,4022162,2016,Plastic (t),"17,902",5.0
8890,22163.0,4022163,2016,Plastic (t),"27,887",5.0
8891,22164.0,4022164,2016,Plastic (t),"16,190",5.0
8892,22165.0,4022165,2016,Plastic (t),"28,488",5.0
8893,22231.0,4022231,2016,Plastic (t),"81,219",5.0
8894,,4022167,2016,Plastic (t),"127,186",5.0
8895,,4022168,2016,Plastic (t),"33,402",5.0
8896,22169.0,4022169,2016,Plastic (t),"27,887",5.0
8897,22170.0,4022170,2016,Plastic (t),"29,400",5.0
8898,22171.0,4022171,2016,Plastic (t),"74,921",5.0
8899,22172.0,4022172,2016,Plastic (t),"64,775",5.0
8900,22246.0,4022246,2016,Plastic (t),"139,118",5.0
8901,22173.0,4022173,2016,Plastic (t),"13,826",5.0
8902,,4022176,2016,Plastic (t),"133,852",5.0
8903,22177.0,4022177,2016,Plastic (t),"36,280",5.0
8904,22179.0,4022179,2016,Plastic (t),"74,124",5.0
8905,22180.0,4022180,2016,Plastic (t),"55,766",5.0
8906,22181.0,4022181,2016,Plastic (t),"20,987",5.0
8907,22182.0,4022182,2016,Plastic (t),"62,260",5.0
8908,22183.0,4022183,2016,Plastic (t),"192,204",5.0
8909,22184.0,4022184,2016,Plastic (t),"35,269",5.0
8910,22188.0,4022188,2016,Plastic (t),"106,597",5.0
8911,22189.0,4022189,2016,Plastic (t),"30,235",5.0
8912,22190.0,4022190,2016,Plastic (t),"32,183",5.0
8913,22191.0,4022191,2016,Plastic (t),"147,295",5.0
8914,22193.0,4022193,2016,Plastic (t),"18,280",5.0
8915,22195.0,4022195,2016,Plastic (t),"12,945",5.0
8916,22196.0,4022196,2016,Plastic (t),"269,991",5.0
8917,22199.0,4022199,2016,Plastic (t),"150,575",5.0
8918,22200.0,4022200,2016,Plastic (t),"38,831",5.0
8919,22202.0,4022202,2016,Plastic (t),"37,486",5.0
8920,22203.0,4022203,2016,Plastic (t),"50,997",5.0
8921,22247.0,4022247,2016,Plastic (t),"90,801",5.0
8922,22205.0,4022205,2016,Plastic (t),"3.994,801",5.0
8923,22232.0,4022232,2016,Plastic (t),"52,393",5.0
8924,22209.0,4022209,2016,Plastic (t),"36,089",5.0
8925,22210.0,4022210,2016,Plastic (t),"38,639",5.0
8926,22248.0,4022248,2016,Plastic (t),"212,384",5.0
8927,,4022211,2016,Plastic (t),"81,266",5.0
8928,22213.0,4022213,2016,Plastic (t),"70,476",5.0
8929,,4022216,2016,Plastic (t),"6,838",5.0
8930,,4022217,2016,Plastic (t),"140,561",5.0
8931,,4022249,2016,Plastic (t),"144,176",5.0
8932,22222.0,4022222,2016,Plastic (t),"143,337",5.0
8933,22224.0,4022224,2016,Plastic (t),"110,577",5.0
8934,,4022225,2016,Plastic (t),"71,868",5.0
8935,22226.0,4022226,2016,Plastic (t),"165,698",5.0
8936,22001.0,4022001,2017,Plastic (t),"362,639",5.0
8937,22002.0,4022002,2017,Plastic (t),"64,867",5.0
